;Total_vc;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Poblacion;Inmuebles_totales;Viviendas_turisticas;Turistas;Porcentaje_viviendas_turisticas;Total_casas_alquiler;Porcentaje_viviendas_alquiler;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Abadín;0.0;9.0;2.8216744173774844;2.2057685839005488;12.0;2297.0;1662.0;10;2147;0.601684717208183;9.0;0.5415162454873647;0.0;0.5415162454873647
Abanilla;20.0;27.0;3.01635021097046;2.5;15.0;6116.0;4483.0;34;23013;0.7584207004238234;47.0;1.0484050858799911;0.4461298237787196;0.6022752621012715
Abarán;193.0;52.0;3.0;2.87648538738657;15.0;13066.0;6615.0;8;3356;0.1209372637944066;245.0;3.703703703703704;2.9176114890400604;0.7860922146636432
Abegondo;7.0;56.0;3.66003568353889;3.47360696517413;12.0;5494.0;3127.0;17;4365;0.5436520626798849;63.0;2.014710585225456;0.2238567316917173;1.7908538535337384
Abrera;383.0;140.0;7.14285714285714;7.05411915204678;8.0;12620.0;5344.0;24;43430;0.4491017964071856;523.0;9.786676646706589;7.166916167664671;2.619760479041916
Adamuz;2.0;12.0;3.3556591234157507;2.50386635745874;0.0;4141.0;2030.0;0;2487;0.0;14.0;0.6896551724137931;0.0985221674876847;0.5911330049261084
Adeje;1873.0;460.0;8.40909090909091;7.76819923371648;4.0;48733.0;23023.0;6526;2018389;28.34556747600226;2333.0;10.13334491595361;8.135342917951613;1.998001998001998
Adra;214.0;33.0;3.58571428571429;2.96052631578947;0.0;25501.0;12925.0;46;18357;0.3558994197292069;247.0;1.9110251450676985;1.655705996131528;0.2553191489361702
Adrada, La;66.0;65.0;3.1772819534359;3.67621527777778;6.0;2757.0;3980.0;37;2255;0.9296482412060302;131.0;3.291457286432161;1.6582914572864322;1.6331658291457287
Agaete;97.0;111.0;5.80336493987049;6.01701248461403;4.0;5695.0;3042.0;412;32071;13.543721236028928;208.0;6.837606837606837;3.188691650230112;3.648915187376726
Agolada;5.0;6.0;4.185609799188884;3.105243304049866;12.0;2228.0;1782.0;5;1937;0.2805836139169472;11.0;0.6172839506172839;0.2805836139169472;0.3367003367003367
Agost;63.0;29.0;2.88659793814433;3.2967032967033;10.0;4906.0;2822.0;26;2562;0.9213323883770376;92.0;3.260099220411056;2.2324592487597448;1.0276399716513112
Agramunt;207.0;24.0;3.85416666666667;2.90162461135312;8.0;5464.0;2994.0;15;1102;0.501002004008016;231.0;7.715430861723447;6.913827655310621;0.8016032064128257
Aguilar de Campoo;306.0;41.0;5.24747860840643;4.92424242424242;6.0;6711.0;4454.0;33;17180;0.740907049842838;347.0;7.790749887741356;6.870229007633588;0.9205208801077684
Aguilar de la Frontera;42.0;12.0;3.26056003796868;1.54946394468449;0.0;13398.0;6971.0;4;3056;0.0573805766747955;54.0;0.7746377851097404;0.6024960550853536;0.1721417300243867
Agullent;26.0;12.0;2.31465573262639;3.12787349824387;10.0;2369.0;1398.0;8;3916;0.5722460658082976;38.0;2.718168812589413;1.859799713876967;0.8583690987124464
Agüimes;1403.0;274.0;6.34016776573435;3.96825396825397;4.0;32105.0;14051.0;444;44021;3.1599174435983204;1677.0;11.935093587645008;9.985054444523522;1.950039143121486
Aielo de Malferit;24.0;10.0;2.39141982252218;2.06243469174504;10.0;4592.0;2316.0;4;1261;0.1727115716753022;34.0;1.468048359240069;1.0362694300518134;0.4317789291882556
Aitona;27.0;18.0;3.7462675070028;2.7734375;8.0;2493.0;1123.0;6;1693;0.5342831700801425;45.0;4.007123775601069;2.404274265360641;1.6028495102404274
Ajalvir;449.0;45.0;8.21917808219178;5.55555555555556;13.0;4676.0;1620.0;4;8867;0.2469135802469135;494.0;30.493827160493822;27.71604938271605;2.7777777777777777
Alagón;332.0;101.0;4.86645299145299;3.50716282320056;1.0;7121.0;3222.0;8;3317;0.2482929857231533;433.0;13.438857852265674;10.304158907510862;3.1346989447548106
Alaior;382.0;164.0;5.88916794871795;4.38969743465184;3.0;9477.0;5599.0;964;164877;17.21736024290052;546.0;9.751741382389712;6.822646901232363;2.9290944811573496
Alajeró;50.0;10.0;6.72659266409266;2.52171678030629;4.0;2047.0;1577.0;148;18423;9.384908053265695;60.0;3.804692454026633;3.170577045022194;0.6341154090044389
Alameda;9.0;13.0;5.801511378442833;2.58065591397849;0.0;5453.0;2423.0;2;635;0.0825423029302517;22.0;0.9079653322327692;0.3714403631861329;0.5365249690466364
Alameda de la Sagra;88.0;21.0;3.61717651627645;3.2520325203252;7.0;3757.0;2079.0;0;675;0.0;109.0;5.242905242905243;4.232804232804233;1.0101010101010102
Alaquàs;1100.0;40.0;5.0;5.25139366170294;10.0;29649.0;15001.0;11;12997;0.0733284447703486;1140.0;7.59949336710886;7.332844477034865;0.266648890073995
Alaró;158.0;178.0;6.36302294197031;5.81860426520621;3.0;5741.0;2814.0;198;35206;7.036247334754798;336.0;11.940298507462687;5.614783226723525;6.325515280739161
Alba de Tormes;124.0;13.0;2.834997252244;2.02367646015187;6.0;5159.0;3643.0;21;1258;0.5764479824320615;137.0;3.760636837771068;3.4037880867416965;0.3568487510293714
Albacete;8636.0;354.0;5.15873015873016;4.94440829761176;7.0;172722.0;86201.0;275;158115;0.3190218210925627;8990.0;10.429113351353232;10.018445261655897;0.4106680896973353
Albaida;117.0;10.0;2.80373831775701;2.30952380952381;10.0;5975.0;3330.0;8;7381;0.2402402402402402;127.0;3.813813813813814;3.5135135135135136;0.3003003003003003
Albal;639.0;46.0;4.54545454545455;4.08667911689945;10.0;16646.0;6954.0;9;6178;0.1294219154443485;685.0;9.85044578659764;9.18895599654875;0.6614897900488927
Albalat de la Ribera;32.0;23.0;2.93689320388349;2.48616432524478;10.0;3368.0;2059.0;0;799;0.0;55.0;2.6711996114618746;1.5541525012141817;1.117047110247693
Albalat dels Sorells;103.0;7.0;4.72586441967566;3.646915814862397;10.0;4110.0;1958.0;17;737;0.8682328907048008;110.0;5.617977528089888;5.26046986721144;0.3575076608784474
Albalate del Arzobispo;8.0;4.0;3.6013068998166498;2.332377020920341;1.0;1977.0;1523.0;7;2834;0.4596191726854892;12.0;0.7879185817465528;0.525279054497702;0.262639527248851
Albatera;219.0;28.0;2.99145299145299;2.68084066471163;10.0;12714.0;6502.0;26;30088;0.3998769609350969;247.0;3.7988311288834207;3.3681944017225467;0.4306367271608736
Albatàrrec;83.0;26.0;4.59770114942529;2.82717282717283;8.0;2224.0;907.0;1;586;0.1102535832414553;109.0;12.017640573318634;9.151047409040794;2.866593164277839
Albelda de Iregua;96.0;13.0;3.73978338115352;3.94736842105263;16.0;3484.0;2819.0;18;207;0.6385242993969493;109.0;3.866619368570415;3.405462930117063;0.4611564384533522
Alberic;173.0;37.0;3.04288382019474;3.7037037037037;10.0;10571.0;5604.0;19;9755;0.3390435403283369;210.0;3.747323340471092;3.0870806566738045;0.6602426837972877
Albinyana;0.0;83.0;4.928276361968281;5.68181818181818;8.0;2504.0;1771.0;4;6767;0.2258610954263128;83.0;4.686617730095991;0.0;4.686617730095991
Albolote;474.0;117.0;5.47410102739726;4.26829268292683;0.0;19128.0;8861.0;45;17806;0.5078433585374111;591.0;6.669676108791333;5.349283376594064;1.3203927321972688
Albox;187.0;46.0;3.06122448979592;2.55158253205128;0.0;12070.0;6939.0;33;20320;0.4755728491137051;233.0;3.357832540711918;2.694912811644329;0.662919729067589
Albuixech;136.0;24.0;4.47094882729211;3.81872706143953;10.0;4189.0;1858.0;2;8279;0.1076426264800861;160.0;8.611410118406889;7.319698600645855;1.2917115177610334
Alburquerque;25.0;38.0;2.80612244897959;2.06414128702072;11.0;5245.0;3263.0;17;44166;0.5209929512718358;63.0;1.9307385841250384;0.7661661048115231;1.1645724793135153
Albuñol;147.0;28.0;4.02298850574713;3.58058608058608;0.0;7473.0;3698.0;24;13399;0.6489994591671173;175.0;4.732287723093564;3.9751216873985937;0.7571660356949702
Alcalà de Xivert;303.0;68.0;3.88888888888889;2.54939096850862;10.0;6691.0;10250.0;1559;189461;15.209756097560977;371.0;3.6195121951219513;2.9560975609756097;0.6634146341463415
Alcalá de Guadaíra;1106.0;382.0;5.47963714918443;4.93189399555226;0.0;75546.0;31623.0;88;74516;0.2782784682035227;1488.0;4.70543591689593;3.497454384467002;1.2079815324289285
Alcalá de Henares;11377.0;405.0;8.33333333333333;8.03123853211009;13.0;195982.0;80428.0;367;289685;0.4563087481971453;11782.0;14.649127169642414;14.145571194111504;0.5035559755309096
Alcalá de los Gazules;42.0;12.0;3.62288844858909;3.41869140034278;0.0;5245.0;3522.0;19;23964;0.5394662123793299;54.0;1.5332197614991483;1.192504258943782;0.3407155025553662
Alcalá del Río;97.0;109.0;4.23611111111111;3.7980807104236;0.0;12264.0;5024.0;10;5048;0.1990445859872611;206.0;4.100318471337579;1.930732484076433;2.1695859872611467
Alcalá del Valle;0.0;8.0;5.012413738285534;4.467965812879639;0.0;5031.0;2283.0;6;335;0.2628120893561104;8.0;0.3504161191414805;0.0;0.3504161191414805
Alcalá la Real;363.0;75.0;3.26658884441903;2.38095238095238;0.0;21623.0;12245.0;30;17325;0.244997958350347;438.0;3.576970191915067;2.9644752960392;0.6124948958758677
Alcanar;299.0;117.0;4.34782608695652;3.38983050847458;8.0;9579.0;7365.0;391;29300;5.308893414799728;416.0;5.648336727766463;4.059742023082145;1.5885947046843176
Alcantarilla;1062.0;120.0;3.53535353535354;2.9105164159512;15.0;42559.0;19604.0;17;17696;0.0867169965313201;1182.0;6.02938175882473;5.417261783309528;0.612119975515201
Alcarràs;637.0;119.0;5.17241379310345;4.46153846153846;8.0;9678.0;4199.0;0;22927;0.0;756.0;18.00428673493689;15.170278637770895;2.834008097165992
Alcaucín;8.0;45.0;5.801511378442833;3.33333333333333;0.0;2366.0;1422.0;92;17351;6.469760900140647;53.0;3.727144866385373;0.5625879043600562;3.1645569620253164
Alcaudete;59.0;15.0;3.02083333333333;1.74772303886333;0.0;10434.0;6207.0;2;8309;0.0322216851941356;74.0;1.1922023521830192;0.9505397132270018;0.2416626389560174
Alcaudete de la Jara;4.0;13.0;4.157687290851066;1.94444444444444;7.0;1644.0;1553.0;0;1933;0.0;17.0;1.0946555054732776;0.25756600128783;0.8370895041854475
Alcañiz;903.0;60.0;3.96039603960396;2.99288412139217;1.0;16029.0;9263.0;66;26970;0.7125121450933822;963.0;10.396199935226168;9.748461621504912;0.6477383137212566
Alcobendas;6242.0;547.0;10.544458880306;14.045214045214;13.0;116589.0;40862.0;169;193750;0.4135871959277568;6789.0;16.61445842102687;15.275806372668985;1.3386520483578874
Alcolea del Río;2.0;8.0;4.939061551348131;3.524814792568226;0.0;3348.0;1566.0;1;1063;0.0638569604086845;10.0;0.6385696040868455;0.1277139208173691;0.5108556832694764
Alcoletge;123.0;20.0;4.98278727445394;4.23158152414139;8.0;3492.0;1557.0;2;3337;0.1284521515735388;143.0;9.184328837508028;7.89980732177264;1.2845215157353886
Alcora, l';273.0;45.0;2.83174031777557;2.7027027027027;10.0;10428.0;6540.0;7;14199;0.1070336391437308;318.0;4.862385321100917;4.174311926605505;0.6880733944954128
Alcorcón;8234.0;64.0;9.09090909090909;8.23968273696546;13.0;170817.0;71689.0;100;126998;0.1394914143034496;8298.0;11.57499755890025;11.485723053746042;0.0892745051542077
Alcorisa;72.0;21.0;2.99546204620462;2.33766233766234;1.0;3293.0;2262.0;3;1511;0.1326259946949602;93.0;4.111405835543766;3.183023872679045;0.9283819628647216
Alcover;106.0;55.0;4.68854103002893;3.81679389312977;8.0;5185.0;2536.0;25;9091;0.9858044164037856;161.0;6.348580441640379;4.17981072555205;2.168769716088328
Alcoy/Alcoi;2310.0;63.0;3.73784574719154;3.55159176029963;10.0;59128.0;36672.0;198;48872;0.5399214659685864;2373.0;6.470876963350785;6.299083769633508;0.1717931937172775
Alcuéscar;6.0;10.0;2.940886175242486;2.22318209134615;11.0;2486.0;1825.0;3;1770;0.1643835616438356;16.0;0.8767123287671232;0.3287671232876712;0.547945205479452
Alcàsser;329.0;43.0;3.98058252427184;3.47222222222222;10.0;10266.0;4505.0;5;9935;0.1109877913429522;372.0;8.257491675915649;7.30299667036626;0.9544950055493896
Alcázar de San Juan;1003.0;208.0;4.74511503309171;3.38983050847458;7.0;30548.0;15533.0;28;22150;0.1802613789995493;1211.0;7.796304641730509;6.457220112019571;1.339084529710938
Alcázares, Los;634.0;431.0;4.92957746478873;4.67289719626168;15.0;16935.0;21179.0;690;76703;3.257944189999528;1065.0;5.028566032390575;2.9935313282024647;2.035034704188111
Alcúdia;1084.0;333.0;6.82257892263659;5.40540540540541;3.0;20651.0;11115.0;4041;701950;36.35627530364373;1417.0;12.748538011695906;9.752586594691858;2.9959514170040484
Alcúdia de Crespins, l';82.0;16.0;2.85714285714286;3.10369045562721;10.0;5144.0;2709.0;0;1301;0.0;98.0;3.617571059431525;3.0269472129937247;0.5906238464378
Alcúdia, l';313.0;44.0;3.4;3.03310328204293;10.0;12193.0;5476.0;2;11306;0.0365230094959824;357.0;6.519357195032871;5.715850986121256;0.8035062089116143
Aldaia;1382.0;62.0;4.83870967741935;4.08888269713012;10.0;32313.0;14223.0;2;38821;0.0140617309990859;1444.0;10.152569781340082;9.716656120368418;0.4359136609716656
Aldea de San Nicolás, La;40.0;51.0;5.60235611098372;2.59259259259259;4.0;7516.0;3634.0;187;11283;5.145844799119428;91.0;2.5041276829939463;1.100715465052284;1.4034122179416622
Aldea del Fresno;68.0;42.0;5.48085387323944;5.07731958762887;13.0;3085.0;1987.0;32;3154;1.610468042274786;110.0;5.5359838953195775;3.4222445898339204;2.1137393054856566
Aldea, L';127.0;37.0;3.97058823529412;3.15802845528455;8.0;4160.0;1892.0;35;26358;1.849894291754757;164.0;8.668076109936575;6.7124735729386895;1.9556025369978856
Aldeamayor de San Martín;2.0;194.0;4.556225863716588;4.19270541549953;6.0;5789.0;2908.0;9;3682;0.3094910591471801;196.0;6.740027510316368;0.0687757909215956;6.671251719394773
Aldeanueva de Ebro;10.0;35.0;3.50608595847764;2.66666666666667;16.0;2794.0;1478.0;2;2019;0.13531799729364;45.0;3.044654939106901;0.6765899864682002;2.3680649526387008
Alella;254.0;269.0;11.2878337041157;8.67263888888889;8.0;9954.0;3726.0;79;18038;2.120236178207193;523.0;14.036500268384328;6.816961889425658;7.219538378958669
Alfacar;85.0;101.0;3.78787878787879;3.07017543859649;0.0;5497.0;2993.0;9;6145;0.3007016371533578;186.0;6.214500501169395;2.83995990644838;3.374540594721016
Alfafar;851.0;52.0;4.65116279069767;4.70861486486486;10.0;21415.0;9701.0;19;22621;0.1958560973095557;903.0;9.308318730027832;8.772291516338521;0.5360272136893104
Alfajarín;6.0;53.0;4.320547593041594;3.47826086956522;1.0;2374.0;1252.0;0;30130;0.0;59.0;4.712460063897764;0.4792332268370607;4.233226837060703
Alfara del Patriarca;287.0;14.0;6.4595589993782;8.15247237904611;10.0;3301.0;1885.0;5;4105;0.2652519893899204;301.0;15.96816976127321;15.225464190981432;0.7427055702917772
Alfaro;245.0;32.0;3.87205387205387;2.62289068231842;16.0;9562.0;5373.0;8;40499;0.148892611204169;277.0;5.155406662944351;4.559836218127676;0.595570444816676
Alfoz de Lloredo;27.0;13.0;6.17647058823529;3.59321305841924;5.0;2437.0;1952.0;144;6632;7.377049180327869;40.0;2.0491803278688523;1.3831967213114753;0.6659836065573771
Alfàs del Pi, l';842.0;280.0;7.04641007100294;6.31011667467106;10.0;20495.0;12157.0;896;182179;7.370239368265197;1122.0;9.229250637492802;6.926050834909929;2.303199802582874
Algaba, La;208.0;143.0;5.35587639311044;4.13793103448276;0.0;16484.0;6410.0;6;3415;0.093603744149766;351.0;5.475819032761311;3.244929797191888;2.230889235569423
Algaida;57.0;206.0;4.91282505910165;4.93825479396165;3.0;5963.0;2827.0;258;41771;9.126282278033251;263.0;9.303148213654053;2.0162716660771136;7.286876547576937
Algarinejo;1.0;0.0;4.206384226479411;3.2762375705642435;0.0;2440.0;1852.0;19;1813;1.0259179265658749;1.0;0.0539956803455723;0.0539956803455723;0.0
Algarrobo;160.0;25.0;6.75675675675676;5.36133960047003;0.0;6551.0;5395.0;219;14077;4.059314179796107;185.0;3.429101019462465;2.9657089898053752;0.4633920296570899
Algeciras;2403.0;656.0;5.91856060606061;5.71585213032581;0.0;122982.0;55582.0;197;785388;0.3544312907056241;3059.0;5.5035802957792095;4.323342089165557;1.180238206613652
Algemesí;591.0;47.0;3.36538461538462;3.35059117279871;10.0;27305.0;13569.0;10;20163;0.0736973984818336;638.0;4.701894023140983;4.355516250276366;0.3463777728646179
Algete;639.0;183.0;7.16981132075472;6.45327102803738;13.0;20749.0;7898.0;49;24455;0.6204102304380856;822.0;10.407698151430742;8.090655862243606;2.317042289187136
Alginet;327.0;134.0;3.68686868686869;3.35215492665734;10.0;13942.0;7305.0;13;7892;0.1779603011635865;461.0;6.310746064339494;4.476386036960986;1.834360027378508
Algodonales;4.0;38.0;5.012413738285534;2.30654761904762;0.0;5526.0;3415.0;87;10542;2.547584187408492;42.0;1.2298682284040996;0.1171303074670571;1.1127379209370425
Algorfa;18.0;19.0;5.03968253968254;5.6989247311828;10.0;3396.0;2566.0;172;59682;6.703039750584567;37.0;1.441932969602494;0.7014809041309431;0.7404520654715511
Alguaire;29.0;21.0;4.10958904109589;2.57142857142857;8.0;3065.0;1464.0;6;1228;0.4098360655737705;50.0;3.4153005464480874;1.9808743169398908;1.4344262295081966
Alguazas;46.0;80.0;3.40357458075905;2.88225171328749;15.0;9842.0;4255.0;7;4590;0.1645123384253819;126.0;2.9612220916568743;1.0810810810810811;1.8801410105757927
Alhama de Almería;38.0;14.0;3.48345588235294;2.79432848186296;0.0;3733.0;2077.0;16;555;0.7703418391911411;52.0;2.5036109773712085;1.82956186807896;0.6740491092922485
Alhama de Granada;10.0;16.0;3.19830878341517;2.92407660738714;0.0;5667.0;3323.0;44;15126;1.324104724646404;26.0;0.7824255191092386;0.3009328919650917;0.4814926271441468
Alhama de Murcia;630.0;120.0;4.11361804995971;2.91182170542636;15.0;22240.0;14118.0;327;113408;2.31619209519762;750.0;5.31236719082023;4.462388440288993;0.8499787505312367
Alhaurín de la Torre;517.0;462.0;7.29692760942761;6.29688675107444;0.0;41868.0;14670.0;406;57082;2.767552828902522;979.0;6.6734832992501705;3.5241990456714385;3.149284253578732
Alhaurín el Grande;220.0;192.0;5.2502471576866;5.55555555555556;0.0;26095.0;11228.0;393;64340;3.5001781261132883;412.0;3.669397933737086;1.9593872461702888;1.7100106875667973
Alhendín;380.0;108.0;5.12820512820513;4.01962204623012;0.0;9674.0;4643.0;28;10237;0.6030583674348482;488.0;10.510445832435924;8.184363558044367;2.326082274391557
Alicante/Alacant;16453.0;703.0;5.83333333333333;6.51260504201681;10.0;337304.0;195810.0;6752;982255;3.4482406414381286;17156.0;8.761554568203872;8.402533067769777;0.3590215004340942
Aliseda;4.0;0.0;2.940886175242486;2.4188792491930404;11.0;1751.0;1597.0;14;317;0.8766437069505323;4.0;0.2504696305572949;0.2504696305572949;0.0
Aljaraque;102.0;227.0;6.1250925000925;4.99603334227228;0.0;21706.0;8536.0;16;8619;0.1874414245548266;329.0;3.8542642924086223;1.1949390815370198;2.659325210871603
Allariz;212.0;84.0;3.49426471767723;3.16764433467119;12.0;6314.0;6150.0;52;13309;0.8455284552845529;296.0;4.813008130081301;3.4471544715447155;1.3658536585365857
Aller;177.0;43.0;3.84615384615385;2.08412637990103;2.0;10346.0;8657.0;117;6366;1.351507450617997;220.0;2.541296060991105;2.0445881945246622;0.4967078664664433
Almacelles;259.0;22.0;3.82882882882883;3.31187032824179;8.0;6875.0;3177.0;2;3163;0.0629524708844822;281.0;8.844822159269752;8.152344979540446;0.6924771797293043
Almadén;43.0;40.0;2.55833764665286;1.98102334505295;7.0;5105.0;4363.0;6;6274;0.137520055008022;83.0;1.9023607609443045;0.9855603942241576;0.9168003667201466
Almagro;56.0;115.0;3.2643294653255;2.90056818181818;7.0;8896.0;4889.0;190;12147;3.886275311924729;171.0;3.497647780732256;1.1454285129883413;2.352219267743915
Almansa;563.0;68.0;3.77358490566038;3.1585470505925;7.0;24388.0;11588.0;14;31499;0.1208146358301691;631.0;5.445288229202624;4.858474283741802;0.5868139454608216
Almazán;145.0;14.0;3.96341463414634;3.1299552911266;6.0;5411.0;4014.0;8;20994;0.1993024414549078;159.0;3.961136023916293;3.612356751370205;0.3487792725460887
Almedinilla;5.0;6.0;3.3556591234157507;2.7032598275321136;0.0;2352.0;1262.0;11;1108;0.8716323296354992;11.0;0.8716323296354992;0.3961965134706814;0.4754358161648177
Almenar;89.0;13.0;3.5;2.5;8.0;3365.0;1840.0;2;790;0.108695652173913;102.0;5.543478260869565;4.836956521739131;0.7065217391304348
Almenara;228.0;45.0;4.96764466002747;3.76106194690266;10.0;6254.0;5352.0;60;16802;1.1210762331838564;273.0;5.100896860986548;4.260089686098655;0.8408071748878924
Almendralejo;633.0;103.0;3.33422330097087;3.07692307692308;11.0;33741.0;16823.0;3;33195;0.0178327290019616;736.0;4.374962848481246;3.7627058194138976;0.6122570290673482
Almensilla;8.0;78.0;4.939061551348131;4.52519148731332;0.0;6287.0;2405.0;12;1885;0.498960498960499;86.0;3.575883575883576;0.3326403326403326;3.2432432432432434
Almería;6993.0;669.0;5.71428571428571;4.43262411347518;0.0;200753.0;100618.0;1103;253805;1.096225327476197;7662.0;7.61493967282196;6.950048699039933;0.6648909737820271
Almodóvar del Campo;12.0;23.0;2.86262831641404;3.19327731092437;7.0;5947.0;4045.0;2;5364;0.0494437577255871;35.0;0.865265760197775;0.2966625463535228;0.5686032138442522
Almodóvar del Río;20.0;44.0;3.84615384615385;3.47949151977596;0.0;8036.0;3789.0;49;3798;1.293217207706519;64.0;1.6891000263921878;0.5278437582475587;1.1612562681446292
Almogía;5.0;14.0;5.801511378442833;2.85393114861915;0.0;3859.0;1899.0;69;7249;3.6334913112164298;19.0;1.0005265929436546;0.2632964718272775;0.7372301211163771
Almoines;29.0;15.0;3.93258426966292;3.62903225806452;10.0;2528.0;1227.0;13;600;1.0594947025264874;44.0;3.5859820700896496;2.363488182559087;1.2224938875305624
Almonte;91.0;145.0;4.82954545454545;4.08163265306122;0.0;24577.0;14174.0;326;77193;2.2999858896571186;236.0;1.6650204599971778;0.6420206011006068;1.0229998588965712
Almoradí;424.0;79.0;3.40909090909091;3.23529411764706;10.0;21404.0;10281.0;77;47080;0.7489543818694679;503.0;4.892520182861589;4.124112440424083;0.7684077424375061
Almorox;23.0;29.0;3.630713649096;3.18181818181818;7.0;2318.0;2486.0;2;1198;0.080450522928399;52.0;2.091713596138375;0.9251810136765888;1.166532582461786
Almudévar;34.0;41.0;4.35490019514741;3.68852459016393;1.0;2412.0;1474.0;0;5360;0.0;75.0;5.088195386702849;2.306648575305292;2.7815468113975577
Almunia de Doña Godina, La;260.0;131.0;4.62533479660521;3.24675324675325;1.0;7983.0;3424.0;0;11518;0.0;391.0;11.419392523364486;7.593457943925234;3.825934579439252
Almussafes;320.0;31.0;3.7037037037037;3.38983050847458;10.0;8984.0;4107.0;7;50684;0.1704407109812515;351.0;8.546384222059897;7.791575359142927;0.754808862916971
Almuñécar;872.0;145.0;5.88235294117647;5.26315789473684;0.0;25890.0;26984.0;2021;232358;7.489623480581085;1017.0;3.768900088941595;3.2315446190335013;0.5373554699080937
Almàssera;285.0;14.0;4.76190476190476;4.54246881335688;10.0;7433.0;3568.0;8;2481;0.2242152466367713;299.0;8.380044843049328;7.987668161434978;0.3923766816143498
Alosno;4.0;15.0;4.313293184460584;3.0188679245283;0.0;3929.0;2338.0;0;6373;0.0;19.0;0.8126603934987169;0.1710863986313088;0.6415739948674081
Alovera;430.0;231.0;6.56328320802005;4.92537313432836;7.0;13051.0;4116.0;7;21608;0.1700680272108843;661.0;16.059280855199223;10.44703595724004;5.612244897959184
Alozaina;4.0;12.0;5.801511378442833;2.57622843898764;0.0;2090.0;1443.0;36;2504;2.494802494802495;16.0;1.1088011088011087;0.2772002772002772;0.8316008316008316
Alpedrete;729.0;227.0;7.97872340425532;6.45645645645646;13.0;14959.0;7231.0;31;5322;0.4287097220301479;956.0;13.220854653574886;10.081593140644449;3.1392615129304384
Alpera;7.0;14.0;3.027839300212005;2.17008253732727;7.0;2285.0;1694.0;11;2361;0.6493506493506493;21.0;1.2396694214876034;0.4132231404958678;0.8264462809917356
Alpicat;88.0;59.0;5.1655719759168;4.61328976034858;8.0;6274.0;2364.0;5;5147;0.2115059221658206;147.0;6.218274111675127;3.7225042301184432;2.495769881556684
Altafulla;210.0;138.0;7.857997265892;6.5316276897061;8.0;5512.0;4445.0;260;14056;5.849268841394825;348.0;7.829021372328459;4.724409448818897;3.104611923509561
Altea;1431.0;272.0;6.04150751209575;5.43992898007497;10.0;22657.0;16435.0;2348;274434;14.286583510800122;1703.0;10.362032248250683;8.707027684818984;1.6550045634317003
Altura;71.0;46.0;3.08641975308642;3.20494864612512;10.0;3658.0;2929.0;15;3637;0.5121201775349948;117.0;3.99453738477296;2.424035506998976;1.5705018777739843
Alzira;1180.0;189.0;3.83940468514937;3.39285714285714;10.0;44865.0;23574.0;59;75803;0.2502757274963943;1369.0;5.807245270212946;5.005514549927887;0.8017307202850598
Amer;74.0;59.0;4.59653838898321;3.5;8.0;2383.0;1369.0;24;3840;1.7531044558071585;133.0;9.715120525931336;5.405405405405405;4.309715120525931
Ames;2970.0;117.0;4.75204918032787;3.62103174603175;12.0;31993.0;16176.0;196;31366;1.211671612265084;3087.0;19.083827893175076;18.36053412462908;0.723293768545994
Ametlla de Mar, L';246.0;89.0;4.73684210526316;4.72165803108808;8.0;7131.0;7511.0;1588;119781;21.14232459060045;335.0;4.460125149780322;3.2751963786446545;1.1849287711356675
Ametlla del Vallès, L';70.0;252.0;7.81746864385683;6.0980750163703;8.0;8787.0;3388.0;14;5324;0.4132231404958678;322.0;9.50413223140496;2.066115702479338;7.43801652892562
Amoeiro;3.0;32.0;3.0485302148776534;2.75601386911897;12.0;2333.0;1827.0;18;335;0.9852216748768472;35.0;1.9157088122605364;0.1642036124794745;1.7515051997810618
Ampolla, L';197.0;54.0;5.55555555555556;5.24780976220275;8.0;3444.0;3599.0;590;39042;16.39344262295082;251.0;6.974159488746874;5.473742706307307;1.5004167824395664
Amposta;852.0;105.0;4.09090909090909;3.03030303030303;8.0;21317.0;11426.0;285;38056;2.494311220024505;957.0;8.375634517766498;7.456677752494311;0.9189567652721864
Ampuero;112.0;15.0;4.01149425287356;4.0810502283105;5.0;4368.0;3586.0;73;113;2.0356943669827103;127.0;3.5415504740658115;3.1232571109871725;0.4182933630786392
Andorra;150.0;32.0;3.30658113952506;2.22546342270771;1.0;7327.0;4216.0;3;2477;0.0711574952561669;182.0;4.3168880455407965;3.5578747628083494;0.7590132827324478
Andratx;521.0;400.0;8.13541666666667;6.06226741095162;3.0;11571.0;9513.0;606;389283;6.370230211289814;921.0;9.681488489435509;5.476716072742563;4.204772416692946
Andújar;655.0;49.0;3.27102803738318;3.16666666666667;0.0;36212.0;19725.0;30;21736;0.1520912547528517;704.0;3.5690747782002537;3.320659062103929;0.2484157160963244
