;Total_vc;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Poblacion;Inmuebles_totales;Viviendas_turisticas;Turistas;Porcentaje_viviendas_turisticas;Total_casas_alquiler;Porcentaje_viviendas_alquiler;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Bruc, El;54.0;72.0;9.0910744459074;5.45894017562282;8.0;2177.0;1074.0;18;9602;1.675977653631285;126.0;11.731843575418994;5.027932960893855;6.70391061452514
Brunete;702.0;95.0;7.94082283443986;5.74712643678161;13.0;10726.0;4063.0;25;27020;0.6153088850603002;797.0;19.61604725572237;17.27787349249323;2.338173763229141
Buenavista del Norte;29.0;30.0;4.82758620689655;3.20381231671554;4.0;4766.0;2047.0;166;25688;8.10942843185149;59.0;2.882266731802638;1.4167073766487543;1.4655593551538837
Bueu;229.0;41.0;4.28571428571429;3.6734693877551;12.0;11987.0;7201.0;330;14978;4.582696847660047;270.0;3.749479238994584;3.1801138730731844;0.5693653659213999
Bullas;87.0;67.0;3.20952380952381;2.4822695035461;15.0;11619.0;6570.0;32;3002;0.487062404870624;154.0;2.3439878234398783;1.3242009132420092;1.0197869101978692
Bunyola;134.0;154.0;6.19255946594076;6.33054143923709;3.0;7037.0;3172.0;222;42985;6.99873896595208;288.0;9.079445145018916;4.224464060529634;4.854981084489281
Burela;492.0;34.0;3.21816448658238;1.90981432360743;12.0;9428.0;5956.0;109;10508;1.8300873069173944;526.0;8.831430490261921;8.260577568838146;0.5708529214237743
Burgo de Ebro, El;93.0;40.0;5.23255813953488;3.82621951219512;1.0;2538.0;1407.0;2;2439;0.1421464108031272;133.0;9.45273631840796;6.609808102345416;2.8429282160625444
Burgo de Osma-Ciudad de Osma;178.0;19.0;4.3874296435272;2.72727272727273;6.0;5034.0;4490.0;36;10695;0.8017817371937639;197.0;4.387527839643653;3.964365256124722;0.4231625835189309
Burgos;9583.0;285.0;6.25342653508772;4.85148514851485;6.0;174051.0;94334.0;423;325648;0.4484067250408124;9868.0;10.460703457926092;10.158585451692922;0.3021180062331715
Burguillos;36.0;120.0;3.66785314457283;3.26153027885419;0.0;6902.0;2801.0;3;583;0.1071046054980364;156.0;5.5694394858978935;1.285255265976437;4.284184219921457
Burguillos de Toledo;42.0;58.0;5.32535788257262;3.58751608751609;7.0;3390.0;1608.0;27;1278;1.6791044776119404;100.0;6.218905472636816;2.611940298507463;3.606965174129354
Burguillos del Cerro;24.0;21.0;2.06246456246456;2.17213114754098;11.0;3076.0;2099.0;2;1672;0.0952834683182467;45.0;2.143878037160553;1.1434016198189614;1.0004764173415912
Burjassot;2096.0;64.0;5.0;4.59242855636402;10.0;38712.0;18877.0;140;21625;0.7416432695873285;2160.0;11.442496159347352;11.103459236107431;0.3390369232399216
Busot;3.0;43.0;4.179426249065063;5.0;10.0;3207.0;1873.0;98;8571;5.232247730912974;46.0;2.455953016550988;0.1601708489054992;2.2957821676454886
Bustarviejo;103.0;109.0;5.3030303030303;4.7;13.0;2701.0;2349.0;21;7103;0.8939974457215837;212.0;9.025117071094083;4.384844614729672;4.640272456364411
Buñol;224.0;37.0;3.2834337568619;2.91719948849105;10.0;9438.0;5315.0;13;12157;0.244590780809031;261.0;4.910630291627469;4.214487300094073;0.6961429915333961
Bárcena de Cicero;160.0;30.0;4.86759581881533;3.90478424015009;5.0;4399.0;3261.0;73;7374;2.238577123581724;190.0;5.826433609322294;4.906470407850352;0.9199632014719412
Béjar;410.0;18.0;3.7503300330033;3.0296963630297;6.0;12269.0;9929.0;61;6946;0.6143619699869071;428.0;4.310605297613053;4.129318158928392;0.1812871386846611
Bétera;805.0;386.0;5.01412429378531;6.01182567100718;10.0;25423.0;10777.0;56;51561;0.5196251275865269;1191.0;11.05131298134917;7.469611209056324;3.581701772292846
Cabana de Bergantiños;17.0;16.0;4.23076923076923;2.99076296957039;12.0;4185.0;2492.0;116;1869;4.654895666131621;33.0;1.3242375601926164;0.6821829855537721;0.6420545746388443
Cabanas;69.0;39.0;4.91803278688525;3.44713604382113;12.0;3359.0;2414.0;45;3258;1.864125932062966;108.0;4.473902236951118;2.8583264291632147;1.615575807787904
Cabanes;94.0;68.0;3.33010273308781;2.16445871805165;10.0;1984.0;3044.0;99;181490;3.252299605781866;162.0;5.321944809461235;3.088042049934297;2.2339027595269383
Cabanes;9.0;21.0;5.879446029324413;3.96039603960396;8.0;1984.0;3044.0;99;181490;3.252299605781866;30.0;0.985545335085414;0.2956636005256242;0.6898817345597897
Cabanillas del Campo;209.0;141.0;6.08108108108108;4.49438202247191;7.0;10844.0;4130.0;11;34515;0.2663438256658595;350.0;8.474576271186441;5.060532687651332;3.414043583535109
Cabeza del Buey;20.0;24.0;2.23478760045924;2.11925287356322;11.0;4732.0;3425.0;0;5308;0.0;44.0;1.284671532846715;0.583941605839416;0.7007299270072993
Cabezas de San Juan, Las;16.0;66.0;3.60824742268041;2.81855616160683;0.0;16335.0;7709.0;6;5916;0.0778311064988973;82.0;1.0636917888182644;0.207549617330393;0.8561421714878713
Cabezuela del Valle;18.0;5.0;3.09401709401709;2.4188792491930404;11.0;2141.0;1527.0;31;292;2.0301244269810086;23.0;1.5062213490504257;1.1787819253438114;0.3274394237066143
Cabezón de Pisuerga;117.0;58.0;5.30769230769231;3.55042016806723;6.0;3747.0;1974.0;4;10899;0.2026342451874366;175.0;8.865248226950355;5.927051671732523;2.938196555217832
Cabezón de la Sal;289.0;46.0;4.5;3.95492849846782;5.0;8273.0;4446.0;73;5720;1.6419253261358524;335.0;7.534862798020693;6.500224921277553;1.03463787674314
Cabra;435.0;85.0;3.48101265822785;2.88461538461538;0.0;20245.0;10516.0;8;11775;0.0760745530620007;520.0;4.944845949030049;4.136553822746292;0.8082921262837581
Cabra del Santo Cristo;0.0;5.0;3.146629172627617;2.527683457804128;0.0;1786.0;1313.0;3;2772;0.2284843869002285;5.0;0.3808073115003808;0.0;0.3808073115003808
Cabrales;35.0;16.0;4.11764705882353;3.12708373023433;2.0;1942.0;1578.0;159;46735;10.076045627376423;51.0;3.2319391634980987;2.217997465145754;1.0139416983523448
Cabrera de Mar;189.0;85.0;10.0524590163934;8.37222222222222;8.0;4787.0;2260.0;58;13423;2.566371681415929;274.0;12.123893805309734;8.36283185840708;3.761061946902655
Cabrera, La;71.0;87.0;5.91216216216216;4.06976744186047;13.0;2782.0;1717.0;23;11403;1.3395457192778102;158.0;9.20209668025626;4.135119394292371;5.06697728596389
Cabrerizos;54.0;57.0;4.11225348725349;3.85170603674541;6.0;4284.0;1680.0;4;272;0.238095238095238;111.0;6.607142857142857;3.2142857142857144;3.392857142857143
Cabrils;152.0;219.0;8.50643518518518;7.73809523809524;8.0;7567.0;3069.0;111;13171;3.616813294232649;371.0;12.088628217660476;4.952753339850114;7.135874877810362
Cacabelos;79.0;27.0;3.43137254901961;2.7027027027027;6.0;4888.0;3249.0;7;2202;0.2154509079716836;106.0;3.262542320714066;2.4315173899661437;0.8310249307479224
Cadalso de los Vidrios;49.0;69.0;3.58333333333333;3.375;13.0;3203.0;2854.0;11;257;0.3854239663629993;118.0;4.134548002803084;1.7168885774351788;2.417659425367905
Cadaqués;133.0;84.0;7.90556638509855;4.75053940294284;8.0;2820.0;3432.0;892;191870;25.990675990675992;217.0;6.322843822843823;3.875291375291375;2.4475524475524475
Calaf;190.0;31.0;3.87590456806875;2.85714285714286;8.0;3597.0;2001.0;2;1126;0.0999500249875062;221.0;11.04447776111944;9.495252373813091;1.5492253873063468
Calafell;2065.0;430.0;7.24137931034483;6.04722762726804;8.0;28463.0;26963.0;1094;77776;4.057412009049438;2495.0;9.253421355190444;7.658643326039387;1.594778029151059
Calahorra;967.0;33.0;4.796875;3.63247863247863;16.0;24579.0;12713.0;24;24015;0.1887831353732399;1000.0;7.865963973885;7.606387162746794;0.2595768111382049
Calamocha;188.0;26.0;3.49663702690379;2.35760678767765;1.0;4473.0;3681.0;13;11465;0.3531649008421624;214.0;5.813637598478675;5.107307796794349;0.7063298016843249
Calamonte;17.0;23.0;2.59548963835839;1.94690265486726;11.0;6152.0;2841.0;8;164;0.2815909890883492;40.0;1.407954945441746;0.598380851812742;0.8095740936290039
Calanda;82.0;37.0;3.25381140598532;2.12765957446809;1.0;3753.0;2394.0;9;2727;0.3759398496240601;119.0;4.970760233918129;3.4252297410192147;1.545530492898914
Calasparra;95.0;26.0;2.94117647058824;2.99119241192412;15.0;10133.0;5521.0;5;9379;0.0905633037493207;121.0;2.1916319507335627;1.7207027712370948;0.470929179496468
Calatayud;1156.0;38.0;4.07137365897179;3.44037203958996;1.0;19870.0;12441.0;40;30963;0.3215175628968732;1194.0;9.597299252471666;9.291857567719635;0.3054416847520296
Calatorao;44.0;77.0;3.41564688598996;2.71317829457364;1.0;2921.0;1578.0;0;13410;0.0;121.0;7.667934093789607;2.788339670468948;4.879594423320659
Calañas;6.0;13.0;4.313293184460584;3.48837209302326;0.0;2763.0;2804.0;0;1892;0.0;19.0;0.6776034236804565;0.2139800285306704;0.463623395149786
Caldas de Reis;313.0;23.0;3.53260869565217;2.4608953613808;12.0;9788.0;4348.0;96;19733;2.2079116835326587;336.0;7.727690892364305;7.19871205151794;0.5289788408463661
Caldes d'Estrac;251.0;51.0;8.47457627118644;6.61375661375661;8.0;3097.0;1954.0;126;2370;6.448311156601842;302.0;15.455475946775843;12.84544524053224;2.610030706243603
Caldes de Malavella;94.0;242.0;6.80541621029573;5.55555555555556;8.0;8051.0;3542.0;102;50627;2.8797289666854886;336.0;9.48616600790514;2.6538678712591754;6.832298136645963
Caldes de Montbui;753.0;292.0;7.37704918032787;5.94644180874722;8.0;17797.0;7665.0;32;14460;0.4174820613176777;1045.0;13.633398564905416;9.823874755381604;3.809523809523809
Calella;1463.0;97.0;7.14285714285714;5.24534908026756;8.0;19236.0;10723.0;467;125379;4.355124498741024;1560.0;14.548167490441108;13.643569896484191;0.9045975939569152
Calera y Chozas;25.0;61.0;3.01369863013699;2.71317829457364;7.0;4641.0;2744.0;0;5703;0.0;86.0;3.134110787172012;0.9110787172011662;2.223032069970845
Calldetenes;107.0;38.0;5.77930677107324;4.58333333333333;8.0;2504.0;1004.0;9;3948;0.896414342629482;145.0;14.442231075697212;10.657370517928287;3.784860557768925
Callosa de Segura;293.0;60.0;2.92134831460674;2.92694415895855;10.0;19273.0;9425.0;12;13738;0.1273209549071618;353.0;3.745358090185676;3.1087533156498672;0.636604774535809
Calp;1202.0;196.0;5.91788650619564;5.50229357798165;10.0;23530.0;25342.0;5398;415476;21.30060768684397;1398.0;5.516533817378265;4.743114197774446;0.7734196196038198
Calvià;2848.0;524.0;10.6291247346657;8.14853856024064;3.0;51567.0;35264.0;1286;1964248;3.646778584392015;3372.0;9.562159709618877;8.07622504537205;1.485934664246824
Calzada de Calatrava;20.0;11.0;2.94317065860626;1.36986301369863;7.0;3615.0;3060.0;8;2168;0.261437908496732;31.0;1.0130718954248366;0.6535947712418301;0.3594771241830065
Camarena;179.0;50.0;4.30424528301887;3.17309109564306;7.0;4243.0;2926.0;2;1814;0.0683526999316473;229.0;7.826384142173616;6.117566643882434;1.7088174982911826
Camargo;1022.0;187.0;5.97014925373134;4.88888888888889;5.0;30497.0;13419.0;140;70922;1.0432968179447053;1209.0;9.009613234965348;7.6160667709963485;1.3935464639689992
Camariñas;41.0;23.0;2.04545454545455;1.54220779220779;12.0;5224.0;4501.0;176;8583;3.910242168407021;64.0;1.4219062430570983;0.9109086869584536;0.5109975560986447
Camarles;57.0;24.0;4.34782608695652;3.05833333333333;8.0;3220.0;1712.0;63;7022;3.6799065420560746;81.0;4.731308411214953;3.3294392523364484;1.4018691588785046
Camarma de Esteruelas;270.0;143.0;7.44008001928222;5.0;13.0;7555.0;3008.0;39;5424;1.2965425531914894;413.0;13.73005319148936;8.976063829787234;4.753989361702128
Camas;1021.0;142.0;6.33802816901408;4.9339245348635;0.0;27490.0;12393.0;37;15593;0.2985556362462681;1163.0;9.384329863632695;8.238521746147018;1.1458081174856771
Cambados;257.0;43.0;4.04040404040404;3.25;12.0;13673.0;7024.0;210;11778;2.989749430523918;300.0;4.271070615034168;3.658883826879271;0.6121867881548975
Cambil;4.0;5.0;3.146629172627617;2.527683457804128;0.0;2662.0;1763.0;10;3160;0.5672149744753261;9.0;0.5104934770277936;0.2268859897901304;0.283607487237663
Cambre;1207.0;199.0;5.23255813953488;3.57142857142857;12.0;24616.0;13188.0;34;13034;0.2578101304215954;1406.0;10.661207158022444;9.152259629966636;1.5089475280558082
Cambrils;2014.0;341.0;6.89687752495634;6.28272251308901;8.0;35064.0;31951.0;2527;273974;7.908985634252449;2355.0;7.370661325154142;6.303402084441801;1.067259240712341
Campana, La;9.0;12.0;4.939061551348131;2.09831254585473;0.0;5228.0;2457.0;8;1523;0.3256003256003256;21.0;0.8547008547008547;0.3663003663003663;0.4884004884004884
Campanario;24.0;22.0;1.69196822594881;1.3160861345883;11.0;4823.0;3482.0;2;2830;0.0574382538770821;46.0;1.321079839172889;0.6892590465249856;0.6318207926479035
Campanet;22.0;83.0;4.85294117647059;4.65116279069767;3.0;2684.0;1529.0;363;27181;23.74100719424461;105.0;6.867233485938522;1.4388489208633093;5.428384565075213
Campdevànol;122.0;53.0;4.7080136402387;3.65492601246106;8.0;3225.0;1797.0;22;2436;1.2242626599888704;175.0;9.738452977184195;6.789092932665554;2.949360044518642
Campello, el;1353.0;258.0;7.08428648255037;6.25;10.0;29013.0;25875.0;2125;187974;8.21256038647343;1611.0;6.226086956521739;5.228985507246377;0.9971014492753624
Campillo de Arenas;1.0;6.0;3.146629172627617;2.527683457804128;0.0;1743.0;1034.0;0;5465;0.0;7.0;0.6769825918762089;0.0967117988394584;0.5802707930367504
Campillo, El;7.0;11.0;4.313293184460584;3.15605331024906;0.0;1107.5;1297.0;5;356;0.3855050115651503;18.0;1.3878180416345411;0.5397070161912105;0.8481110254433307
Campillo, El;0.0;0.0;4.556225863716588;3.645270826463254;6.0;1107.5;1297.0;5;356;0.3855050115651503;0.0;0.0;0.0;0.0
Campillos;41.0;29.0;3.23477280051563;2.78802600120687;0.0;8301.0;4050.0;23;25871;0.5679012345679012;70.0;1.728395061728395;1.0123456790123455;0.7160493827160493
Campo Lameiro;1.0;3.0;4.185609799188884;3.105243304049866;12.0;1769.0;930.0;20;2109;2.150537634408602;4.0;0.4301075268817204;0.1075268817204301;0.3225806451612903
Campo Real;394.0;90.0;6.60377358490566;4.59340659340659;13.0;6416.0;2997.0;20;5405;0.667334000667334;484.0;16.149482816149483;13.14647981314648;3.003003003003003
Campo de Criptana;155.0;85.0;3.7037037037037;2.31047681546786;7.0;13229.0;7211.0;28;10483;0.3882956594092359;240.0;3.3282485092220218;2.149493828872556;1.1787546803494662
Camponaraya;39.0;42.0;3.53535353535354;2.90090743655322;6.0;4105.0;2188.0;14;1253;0.6398537477148081;81.0;3.702010968921389;1.7824497257769654;1.919561243144424
Campoo de Enmedio;40.0;15.0;4.5708441851147;3.65146058423369;5.0;3692.0;2205.0;10;8709;0.4535147392290249;55.0;2.494331065759637;1.8140589569161;0.6802721088435374
Campos;400.0;408.0;5.87137184622953;4.72972972972973;3.0;11425.0;6758.0;1394;199347;20.62740455756141;808.0;11.95620005918911;5.9189109203906485;6.037289138798461
Camprodon;101.0;39.0;5.16304347826087;3.66788312462731;8.0;2435.0;3011.0;126;22797;4.184656260378612;140.0;4.649618067087347;3.3543673198273;1.2952507472600463
Canals;242.0;26.0;3.07740961011989;2.81987577639752;10.0;13257.0;6923.0;2;3509;0.0288892098801097;268.0;3.8711541239347103;3.495594395493283;0.3755597284414271
Candamo;0.0;18.0;4.55918241867835;3.52566752799311;2.0;1967.0;1052.0;22;910;2.091254752851711;18.0;1.7110266159695815;0.0;1.7110266159695815
Candelaria;1736.0;214.0;8.06811575168549;5.06571294535117;4.0;28463.0;14077.0;461;53187;3.274845492647581;1950.0;13.852383320309723;12.33217304823471;1.520210272075016
Candeleda;102.0;44.0;3.38823897871034;3.12157575757576;6.0;5049.0;5238.0;170;9100;3.245513554791905;146.0;2.787323405880107;1.9473081328751431;0.8400152730049637
Canet d'En Berenguer;400.0;38.0;6.52173913043478;4.8780487804878;10.0;6812.0;9144.0;309;9828;3.379265091863517;438.0;4.79002624671916;4.374453193350831;0.4155730533683289
Canet de Mar;956.0;190.0;7.46982117200328;5.90365368759449;8.0;14810.0;7679.0;235;18853;3.060294309154838;1146.0;14.923818205495508;12.449537700221384;2.474280505274124
Cangas;978.0;167.0;5.0;3.55555555555556;12.0;26708.0;14891.0;504;40439;3.384594721643946;1145.0;7.689208246591901;6.567725471761467;1.1214827748304346
Cangas de Onís;322.0;60.0;4.76190476190476;3.61095558044046;2.0;6195.0;3900.0;528;29597;13.538461538461538;382.0;9.794871794871796;8.256410256410257;1.5384615384615383
Cangas del Narcea;340.0;38.0;4.38810440735986;3.2536231884058;2.0;11966.0;7309.0;64;9354;0.8756327815022575;378.0;5.171706115747709;4.651799151730743;0.5199069640169653
Caniles;12.0;6.0;2.27573651108904;3.2762375705642435;0.0;4038.0;2412.0;5;2871;0.2072968490878938;18.0;0.746268656716418;0.4975124378109453;0.2487562189054726
Canonja, La;168.0;32.0;4.74841772151899;3.65541000867088;8.0;5933.0;2338.0;6;14245;0.2566295979469632;200.0;8.554319931565441;7.18562874251497;1.3686911890504705
Canovelles;609.0;83.0;6.9546875;4.97495567375887;8.0;16872.0;6702.0;14;6756;0.2088928678006565;692.0;10.32527603700388;9.086839749328558;1.2384362876753208
Cantalejo;128.0;52.0;3.56431545694872;3.02515394446381;6.0;3522.0;2551.0;12;2668;0.4704037632301058;180.0;7.056056448451588;5.017640141121129;2.038416307330458
Cantillana;48.0;56.0;3.25823804458627;3.11463844797178;0.0;10755.0;4015.0;2;5441;0.049813200498132;104.0;2.5902864259028644;1.195516811955168;1.3947696139476962
Cantoria;2.0;26.0;3.995843624895013;3.45319640292466;0.0;3547.0;2513.0;19;11837;0.7560684440907283;28.0;1.1142061281337048;0.0795861520095503;1.0346199761241544
Canyelles;13.0;124.0;7.69230769230769;6.55282279946258;8.0;4886.0;2392.0;106;9649;4.431438127090301;137.0;5.72742474916388;0.5434782608695652;5.183946488294314
Capdepera;422.0;221.0;6.89499055436128;4.94028283302676;3.0;12003.0;7224.0;1283;631327;17.760243632336657;643.0;8.900885935769656;5.8416389811738645;3.059246954595792
Caravaca de la Cruz;453.0;50.0;3.21428571428571;2.68505619021083;15.0;25611.0;14039.0;80;23857;0.5698411567775482;503.0;3.582876273238835;3.226725550252867;0.3561507229859676
Carbajosa de la Sagrada;319.0;24.0;4.36781609195402;4.12067919951486;6.0;7368.0;2999.0;16;13450;0.5335111703901301;343.0;11.437145715238414;10.63687895965322;0.8002667555851951
Carballedo;2.0;7.0;2.8216744173774844;2.2057685839005488;12.0;2123.0;1607.0;14;733;0.8711885500933416;9.0;0.5600497822028625;0.1244555071561916;0.4355942750466708
Carballiño, O;503.0;25.0;3.125;2.80898876404494;12.0;13911.0;10923.0;17;11522;0.1556348988373157;528.0;4.833836858006042;4.604962006774696;0.2288748512313467
Carballo;1143.0;104.0;3.07692307692308;2.90579710144928;12.0;31414.0;18106.0;150;24600;0.8284546559151662;1247.0;6.887219706174749;6.312824478073567;0.5743952281011819
Carboneras;135.0;64.0;4.41176470588235;3.94080557124035;0.0;8183.0;6464.0;374;32646;5.785891089108911;199.0;3.078589108910891;2.088490099009901;0.99009900990099
Carbonero el Mayor;42.0;21.0;3.08673469387755;2.55813953488372;6.0;2502.0;1532.0;2;1452;0.1305483028720626;63.0;4.1122715404699735;2.741514360313316;1.370757180156658
Carcabuey;10.0;9.0;2.46246246246246;2.7032598275321136;0.0;2374.0;1484.0;21;2185;1.4150943396226414;19.0;1.280323450134771;0.6738544474393531;0.6064690026954178
Carcaixent;433.0;91.0;3.5702951443986;2.91954621910195;10.0;20494.0;11973.0;20;9828;0.1670425123193852;524.0;4.376513822767895;3.616470391714691;0.760043431053203
Cardedeu;1026.0;306.0;7.81714569408118;5.99887864271457;8.0;18609.0;7518.0;28;44337;0.37243947858473;1332.0;17.717478052673584;13.647246608140463;4.07023144453312
Cardona;126.0;53.0;3.59607656120761;1.86769230769231;8.0;4593.0;2648.0;46;8381;1.7371601208459215;179.0;6.759818731117825;4.758308157099698;2.001510574018127
Cariñena;141.0;47.0;3.73015873015873;2.7972027972028;1.0;3370.0;1777.0;4;10006;0.225098480585256;188.0;10.579628587507036;7.934721440630276;2.6449071468767587
Cariño;63.0;14.0;2.58620689655172;2.09515774403027;12.0;3763.0;3443.0;111;2209;3.223932616903863;77.0;2.236421725239617;1.829799593377868;0.4066221318617484
Carlet;382.0;45.0;3.39454177897574;2.81727102919156;10.0;15851.0;6510.0;4;16421;0.0614439324116743;427.0;6.559139784946237;5.8678955453149;0.6912442396313364
Carlota, La;101.0;55.0;3.14641744548287;2.85714285714286;0.0;14228.0;7263.0;12;8054;0.1652209830648492;156.0;2.14787277984304;1.3906099407958143;0.7572628390472257
Carmona;206.0;167.0;4.52156563083715;3.515625;0.0;29123.0;14878.0;88;43248;0.5914773491060626;373.0;2.5070574001881973;1.384594703589192;1.1224626965990052
Carnota;17.0;16.0;2.62860759493671;1.8070987654321;12.0;3854.0;3449.0;489;9779;14.178022615250798;33.0;0.9567990721948392;0.4928964917367353;0.4639025804581038
Carolina, La;139.0;69.0;2.98327962262388;2.9126213592233;0.0;15048.0;7538.0;0;12297;0.0;208.0;2.759352613425312;1.8439904483948;0.915362165030512
Carpio de Tajo, El;3.0;10.0;4.157687290851066;2.38638995362274;7.0;1817.0;1616.0;0;478;0.0;13.0;0.8044554455445545;0.1856435643564356;0.6188118811881188
Carpio, El;15.0;21.0;3.05410520422569;2.90879574970484;0.0;4382.0;2278.0;2;1033;0.0877963125548726;36.0;1.5803336259877083;0.6584723441615452;0.9218612818261632
Carracedelo;2.0;20.0;3.5678083635732585;3.47105330387311;6.0;3403.0;1763.0;14;1666;0.7941009642654566;22.0;1.2478729438457177;0.1134429948950652;1.1344299489506522
Carral;269.0;62.0;3.93617021276596;3.69516982420208;12.0;6574.0;4055.0;8;2943;0.1972872996300863;331.0;8.162762022194821;6.633785450061652;1.528976572133169
Carranque;25.0;138.0;5.47945205479452;4.80384615384615;7.0;5022.0;2531.0;13;2414;0.5136309758988542;163.0;6.4401422362702485;0.9877518767285658;5.452390359541683
Carreño;462.0;76.0;4.92747529955855;3.63928157674185;2.0;10288.0;6184.0;86;15415;1.3906856403622252;538.0;8.69987063389392;7.4708926261319535;1.2289780077619663
Carrizo;63.0;18.0;2.57142857142857;1.95344129554656;6.0;2266.0;1873.0;6;103;0.3203416978109984;81.0;4.3246129204484784;3.363587827015483;0.9610250934329952
Carrión de Calatrava;18.0;28.0;3.40560709963695;2.91823603264281;7.0;3086.0;1638.0;5;441;0.3052503052503053;46.0;2.808302808302808;1.098901098901099;1.709401709401709
Carrión de los Condes;37.0;9.0;3.21794871794872;3.3804530394102783;6.0;2011.0;1675.0;4;6793;0.2388059701492537;46.0;2.746268656716418;2.208955223880597;0.5373134328358209
Carrión de los Céspedes;6.0;27.0;4.939061551348131;2.77777777777778;0.0;2587.0;1261.0;0;498;0.0;33.0;2.616970658207772;0.4758128469468675;2.141157811260904
Cartagena;6045.0;2134.0;4.6875;3.98545977273418;15.0;216365.0;114500.0;2737;465636;2.3903930131004367;8179.0;7.143231441048035;5.279475982532751;1.863755458515284
Cartaya;309.0;122.0;4.23913043478261;4.34563021519543;0.0;20314.0;11964.0;421;74628;3.518890003343363;431.0;3.602474088933467;2.5827482447342027;1.0197258441992645
Cartelle;2.0;7.0;3.0485302148776534;2.918654998896532;12.0;2570.0;2454.0;0;1980;0.0;9.0;0.3667481662591687;0.0814995925020374;0.2852485737571312
Cartes;235.0;62.0;5.79710144927536;5.04800140542328;5.0;5750.0;2950.0;71;4554;2.406779661016949;297.0;10.067796610169491;7.966101694915254;2.101694915254237
Casabermeja;15.0;36.0;3.80952380952381;3.07460521906677;0.0;3712.0;1717.0;33;7562;1.9219569015725104;51.0;2.9702970297029703;0.8736167734420501;2.09668025626092
Casar de Cáceres;57.0;29.0;3.01204819277108;2.60142543859649;11.0;4516.0;2844.0;22;4451;0.7735583684950773;86.0;3.0239099859353025;2.0042194092827006;1.019690576652602
Casar de Escalona, El;6.0;29.0;4.157687290851066;3.68421052631579;7.0;1791.0;3121.0;3;256;0.0961230374879846;35.0;1.1214354373598203;0.1922460749759692;0.9291893623838512
Casar, El;231.0;310.0;6.44067796610169;5.39163556241355;7.0;12710.0;6292.0;15;4760;0.2383979656706929;541.0;8.598219961856325;3.6713286713286712;4.926891290527654
Casarabonela;6.0;6.0;5.801511378442833;4.285825677766587;0.0;2532.0;1598.0;55;6674;3.44180225281602;12.0;0.7509386733416771;0.3754693366708385;0.3754693366708385
Casares;173.0;29.0;7.92682926829268;4.22535211267606;0.0;7342.0;3563.0;872;73734;24.47375806904294;202.0;5.669379736177379;4.855458882963794;0.8139208532135841
Casariche;0.0;13.0;4.939061551348131;2.16450216450216;0.0;5384.0;2726.0;3;726;0.1100513573000733;13.0;0.4768892149669846;0.0;0.4768892149669846
Casarrubios del Monte;371.0;93.0;4.92957746478873;4.47761194029851;7.0;6177.0;4846.0;5;10717;0.1031778786628146;464.0;9.574907139909204;7.65579859678085;1.9191085431283528
Casarrubuelos;57.0;76.0;5.80873842592592;4.89510489510489;13.0;3939.0;1130.0;0;1005;0.0;133.0;11.769911504424778;5.04424778761062;6.725663716814159
Casas-Ibáñez;96.0;62.0;2.96245421245421;2.51118950869822;7.0;4540.0;2735.0;20;2439;0.7312614259597806;158.0;5.776965265082267;3.510054844606947;2.26691042047532
Casasimarro;8.0;42.0;3.4065477979121965;2.57620654510544;7.0;3089.0;1961.0;0;1862;0.0;50.0;2.5497195308516063;0.407955124936257;2.141764405915349
Casinos;24.0;56.0;3.72766122766123;2.75409954489634;10.0;2881.0;1157.0;10;425;0.8643042350907519;80.0;6.914433880726016;2.0743301642178045;4.840103716508211
Caspe;282.0;46.0;3.47751937984496;2.4618406285073;1.0;10183.0;5525.0;32;43350;0.579185520361991;328.0;5.936651583710408;5.104072398190045;0.832579185520362
Cassà de la Selva;464.0;233.0;5.92105263157895;3.77358490566038;8.0;10505.0;4569.0;26;10124;0.569052309039177;697.0;15.254979207704093;10.155395053622236;5.099584154081856
Castalla;197.0;69.0;3.0;3.46153846153846;10.0;10752.0;7029.0;50;17500;0.7113387395077536;266.0;3.784322094181249;2.802674633660549;0.9816474605207
Castañeda;151.0;17.0;5.6;4.90328772802653;5.0;3029.0;1586.0;32;1849;2.01765447667087;168.0;10.592686002522068;9.520807061790668;1.0718789407313998
Castejón;28.368794326241133;8.99290780141844;3.4065477979121965;2.580710336211729;7.0;2214.0;2013.0;6;4272;0.2980625931445603;37.36170212765957;1.8560209700774748;1.4092794002106872;0.4467415698667878
Castell, Es;580.0;79.0;6.94444444444444;5.15873015873016;3.0;7530.0;4373.0;144;34546;3.292933912645781;659.0;15.069746169677568;13.263206037045506;1.8065401326320605
Castell-Platja d'Aro;672.0;110.0;8.25154639175258;6.30997536189133;8.0;11455.0;15345.0;2227;309057;14.5128706419029;782.0;5.096122515477354;4.379276637341153;0.7168458781362007
Castellar;6.0;9.0;3.146629172627617;2.527683457804128;0.0;3267.0;1898.0;0;1724;0.0;15.0;0.7903055848261328;0.3161222339304531;0.4741833508956796
Castellar de Santiago;4.0;7.0;3.4787665376387884;2.543070272119516;7.0;1833.0;1546.0;7;313;0.4527813712807244;11.0;0.7115135834411385;0.258732212160414;0.4527813712807244
