;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Sant Jaume d'Enveja;43;Tarragona;43902;90.0;26.0;4.0625;3.66929292929293;102.0;26.0;4.13812785388128;4.17382588774341;Cataluña;3527.0;3552.0;1803.0;71;145;4620;10603;3.937881308929562;116.0;6.433721575152523;4.9916805324459235;1.4420410427066002;8.042151968940654;128.0;7.099278979478647;5.657237936772047;1.4420410427066002
Sant Jaume dels Domenys;43;Tarragona;43137;32.0;75.0;4.25531914893617;4.44294200587107;34.0;83.0;4.6018814205646;4.44444444444444;Cataluña;2624.0;2666.0;1455.0;13;19;27750;12975;0.8934707903780069;107.0;7.353951890034364;2.1993127147766325;5.154639175257732;1.3058419243986255;117.0;8.041237113402062;2.336769759450172;5.70446735395189
Sant Joan;7;Balears, Illes;7049;21.0;81.0;5.36735372340425;4.03370829507193;23.0;82.0;6.25;4.52198980960043;Balears, Illes;2145.0;2185.0;1099.0;72;133;7943;10467;6.551410373066424;102.0;9.281164695177434;1.910828025477707;7.370336669699727;12.101910828025478;105.0;9.554140127388536;2.092811646951774;7.461328480436761
Sant Joan Despí;8;Barcelona;8217;1830.0;84.0;10.0;9.37743434343434;1828.0;80.0;10.3095154104125;10.6613756613757;Cataluña;34267.0;34130.0;14069.0;26;36;48014;52374;0.18480346861894947;1914.0;13.604378420641126;13.007321060487596;0.5970573601535291;0.2558817257800839;1908.0;13.561731466344446;12.99310540905537;0.5686260572890752
Sant Joan d'Alacant;3;Alicante;3119;1006.0;138.0;5.04201680672269;5.95903165735568;1059.0;140.0;5.20833333333333;5.97568722568723;Comunitat Valenciana;24367.0;24363.0;11041.0;161;269;48311;42023;1.4582012498867856;1144.0;10.361380309754551;9.111493524137307;1.2498867856172449;2.436373516891586;1199.0;10.859523593877366;9.591522507019292;1.2680010868580744
Sant Joan de Labritja;7;Balears, Illes;7050;145.0;266.0;8.68089033869362;8.67353387259858;152.0;280.0;9.72864678433759;9.36814392277314;Balears, Illes;6576.0;6635.0;3192.0;398;697;184263;463531;12.468671679197994;411.0;12.87593984962406;4.542606516290727;8.333333333333334;21.835839598997495;432.0;13.533834586466165;4.761904761904762;8.771929824561404
Sant Joan de Moró;12;Castellón/Castelló;12902;93.0;71.0;2.85393327846158;2.46441015430562;104.0;64.0;2.92785698496905;2.60510849909584;Comunitat Valenciana;3232.0;3307.0;1800.0;0;0;2548;1609;0.0;164.0;9.11111111111111;5.166666666666667;3.9444444444444446;0.0;168.0;9.333333333333334;5.777777777777778;3.5555555555555554
Sant Joan de Vilatorrada;8;Barcelona;8218;323.0;76.0;5.32721712538226;4.62962962962963;348.0;80.0;5.55555555555556;4.96767347744546;Cataluña;10998.0;10871.0;4710.0;2;4;4730;7911;0.04246284501061571;399.0;8.471337579617835;6.857749469214437;1.6135881104033971;0.08492569002123142;428.0;9.087048832271762;7.388535031847134;1.6985138004246285
Sant Joan de les Abadesses;17;Girona;17167;187.0;36.0;4.09340659340659;1.35869565217391;194.0;39.0;4.14755351681957;1.76991150442478;Cataluña;3224.0;3250.0;2519.0;31;57;3670;4071;1.2306470821754665;223.0;8.852719333068679;7.423580786026201;1.4291385470424771;2.262802699483922;233.0;9.2497022628027;7.701468836840016;1.5482334259626835
Sant Joan les Fonts;17;Girona;17185;73.0;95.0;4.8018031105018;4.93056097266493;76.0;94.0;4.90713101160862;5.10684345794393;Cataluña;3044.0;3050.0;1494.0;12;19;5427;12319;0.8032128514056225;168.0;11.244979919678714;4.886211512717537;6.358768406961178;1.2717536813922357;170.0;11.378848728246318;5.087014725568943;6.291834002677376
Sant Josep de sa Talaia;7;Balears, Illes;7048;1223.0;589.0;11.97536181562;8.17075884578295;1251.0;637.0;12.3728813559322;8.59157088122605;Balears, Illes;27732.0;28299.0;16585.0;1706;3186;379049;1249403;10.28640337654507;1812.0;10.925535122098282;7.374133252939403;3.5514018691588785;19.210129635212542;1888.0;11.383780524570396;7.54296050648176;3.8408200180886345
Sant Julià de Ramis;17;Girona;17169;65.0;64.0;7.46670953042941;3.4375;70.0;62.0;7.8045515394913;3.46754419925152;Cataluña;3576.0;3612.0;1158.0;6;13;33562;32388;0.5181347150259067;129.0;11.139896373056995;5.613126079447323;5.526770293609672;1.1226252158894645;132.0;11.398963730569948;6.0449050086355784;5.354058721934369
Sant Julià de Vilatorta;8;Barcelona;8220;82.0;70.0;5.04587155963303;4.77462406015038;85.0;74.0;5.26315789473684;5.0;Cataluña;3140.0;3152.0;1426.0;8;18;2633;5605;0.5610098176718092;152.0;10.659186535764375;5.750350631136045;4.908835904628331;1.262272089761571;159.0;11.15007012622721;5.9607293127629735;5.189340813464236
Sant Just Desvern;8;Barcelona;8221;778.0;186.0;11.1940298507463;10.7264349953402;823.0;189.0;11.5314285714286;10.9022556390977;Cataluña;18670.0;19379.0;7484.0;36;57;28033;34470;0.48102618920363444;964.0;12.88081239978621;10.3955104222341;2.485301977552111;0.7616247995724211;1012.0;13.522180652057724;10.996793158738642;2.5253874933190805
Sant Llorenç Savall;8;Barcelona;8223;72.0;66.0;4.02542372881356;4.09638554216868;75.0;64.0;4.27058823529412;4.40368455074337;Cataluña;2417.0;2514.0;1341.0;3;5;3123;1860;0.22371364653243847;138.0;10.29082774049217;5.369127516778524;4.921700223713646;0.37285607755406414;139.0;10.365398956002982;5.592841163310962;4.772557792692021
Sant Llorenç d'Hortons;8;Barcelona;8222;131.0;61.0;6.39122807017544;3.79704843735247;132.0;59.0;6.64535787982383;3.88198757763975;Cataluña;2428.0;2459.0;1251.0;1;2;2319;6521;0.07993605115907274;192.0;15.347721822541967;10.471622701838529;4.876099120703437;0.15987210231814547;191.0;15.267785771382894;10.551558752997602;4.7162270183852915
Sant Llorenç des Cardassar;7;Balears, Illes;7051;216.0;125.0;6.45158602150538;3.85856079404466;246.0;141.0;6.73076923076923;4.19354838709677;Balears, Illes;8742.0;8920.0;4987.0;385;749;156500;548045;7.720072187687989;341.0;6.83777822338079;4.331261279326248;2.5065169440545416;15.019049528774815;387.0;7.760176458792861;4.932825345899338;2.827351112893523
Sant Lluís;7;Balears, Illes;7052;231.0;161.0;5.44466403162055;5.45455897423385;241.0;162.0;5.95744680851064;5.89256535947712;Balears, Illes;6735.0;6877.0;4462.0;546;1145;54907;191894;12.236665172568355;392.0;8.785298072613179;5.177050649932766;3.6082474226804124;25.66113850291349;403.0;9.031824294038548;5.401165396683102;3.630658897355446
Sant Martí Sarroca;8;Barcelona;8227;124.0;72.0;5.5045871559633;4.16666666666667;131.0;76.0;5.76923076923077;4.09967140408185;Cataluña;3261.0;3286.0;1344.0;8;17;2923;3302;0.5952380952380952;196.0;14.583333333333334;9.226190476190476;5.357142857142857;1.2648809523809523;207.0;15.401785714285714;9.74702380952381;5.654761904761905
Sant Mateu;12;Castellón/Castelló;12100;25.0;30.0;2.62652947719689;1.89392676767677;26.0;39.0;2.72139498432602;1.97819112036074;Comunitat Valenciana;1952.0;1968.0;1481.0;12;21;1536;2293;0.8102633355840648;55.0;3.713706954760297;1.688048615800135;2.025658338960162;1.4179608372721135;65.0;4.388926401080351;1.7555705604321405;2.6333558406482105
Sant Pere Pescador;17;Girona;17178;61.0;62.0;4.8860453272218;4.00770889487871;64.0;64.0;5.16377427881853;4.13251366120219;Cataluña;2090.0;2083.0;1641.0;113;195;77299;180212;6.886045094454601;123.0;7.495429616087751;3.717245581962218;3.778184034125533;11.882998171846435;128.0;7.800121876904327;3.9000609384521634;3.9000609384521634
Sant Pere de Ribes;8;Barcelona;8231;1150.0;353.0;8.0;7.10132982558696;1183.0;358.0;8.30627705627706;7.45805135811625;Cataluña;31111.0;31525.0;14399.0;198;379;38107;60077;1.3750954927425516;1503.0;10.438224876727551;7.986665740676436;2.451559136051115;2.632127231057712;1541.0;10.702132092506424;8.215848322800195;2.4862837697062297
Sant Pere de Riudebitlles;8;Barcelona;8232;90.0;33.0;5.31540364583333;3.66273791313216;92.0;37.0;5.3353571121161;4.0983606557377;Cataluña;2380.0;2411.0;1158.0;0;0;1621;110;0.0;123.0;10.621761658031089;7.772020725388601;2.849740932642487;0.0;129.0;11.139896373056995;7.944732297063903;3.1951640759930915
Sant Pere de Torelló;8;Barcelona;8233;45.0;45.0;4.19651077567931;2.81256388888889;48.0;46.0;4.31594307969437;2.66696304730844;Cataluña;2470.0;2488.0;1162.0;7;14;16273;3505;0.6024096385542169;90.0;7.74526678141136;3.87263339070568;3.87263339070568;1.2048192771084338;94.0;8.089500860585199;4.130808950086059;3.9586919104991396
Sant Pol de Mar;8;Barcelona;8235;370.0;102.0;7.4537037037037;6.36702315573112;408.0;106.0;7.72583031702185;6.59427820151571;Cataluña;5428.0;5538.0;3754.0;110;196;11784;23855;2.930207778369739;472.0;12.573255194459243;9.856153436334576;2.717101758124667;5.221097496004262;514.0;13.69206180074587;10.868407032498668;2.823654768247203
Sant Quintí de Mediona;8;Barcelona;8236;76.0;41.0;5.06329113924051;2.88897435897436;81.0;43.0;5.06194526627219;3.62068965517241;Cataluña;2317.0;2367.0;1366.0;1;3;2100;406;0.07320644216691069;117.0;8.56515373352855;5.563689604685212;3.001464128843338;0.21961932650073207;124.0;9.077598828696924;5.929721815519766;3.1478770131771596
Sant Quirze de Besora;8;Barcelona;8237;59.0;64.0;4.27899184149184;3.6697247706422;61.0;61.0;4.51612903225806;3.6697247706422;Cataluña;2154.0;2145.0;1336.0;3;4;2216;304;0.2245508982035928;123.0;9.206586826347305;4.416167664670659;4.790419161676646;0.2994011976047904;122.0;9.131736526946108;4.565868263473054;4.565868263473054
Sant Quirze del Vallès;8;Barcelona;8238;564.0;167.0;8.45070422535211;7.75962881492327;594.0;180.0;8.83796687788967;7.65639481000927;Cataluña;20195.0;20156.0;7362.0;9;21;24097;23747;0.12224938875305623;731.0;9.929367019831567;7.660961695191524;2.2684053246400433;0.2852485737571312;774.0;10.513447432762836;8.06845965770171;2.444987775061125
Sant Sadurní d'Anoia;8;Barcelona;8240;679.0;93.0;6.15660916144658;4.7313707697235;719.0;94.0;6.39153153153153;4.66426763682379;Cataluña;12841.0;12840.0;5376.0;7;12;17692;17681;0.13020833333333334;772.0;14.360119047619047;12.630208333333334;1.7299107142857142;0.22321428571428573;813.0;15.122767857142858;13.374255952380953;1.7485119047619047
Sant Salvador de Guardiola;8;Barcelona;8098;1214.7954545454545;60.0;6.534072223073226;6.74603174603175;0.0;62.0;6.795169565780164;7.40740740740741;Cataluña;3221.0;3243.0;1559.0;2;5;3585;1956;0.12828736369467608;1274.7954545454545;81.77007405679632;77.92145314595604;3.8486209108402822;0.3207184092366902;62.0;3.976908274534958;0.0;3.976908274534958
Sant Vicenç de Castellet;8;Barcelona;8262;516.0;173.0;5.38486111111111;3.33163759689923;528.0;177.0;5.71384697699304;3.40425531914894;Cataluña;9767.0;9868.0;4799.0;1;4;10461;2637;0.02083767451552407;689.0;14.357157741196083;10.75224005001042;3.6049176911856637;0.08335069806209627;705.0;14.690560533444467;11.002292144196709;3.68826838924776
Sant Vicenç de Montalt;8;Barcelona;8264;193.0;186.0;8.80280194805195;8.2150612745098;199.0;191.0;9.3658357771261;8.66291035353535;Cataluña;6452.0;6523.0;3632.0;88;155;19060;23514;2.4229074889867843;379.0;10.435022026431717;5.313876651982379;5.121145374449339;4.2676211453744495;390.0;10.737885462555067;5.479074889867841;5.258810572687224
Sant Vicenç dels Horts;8;Barcelona;8263;821.0;276.0;8.03020282186949;6.75566343042071;841.0;289.0;8.2258064516129;6.94444444444444;Cataluña;28268.0;28115.0;12111.0;11;15;33512;21173;0.09082652134423251;1097.0;9.057881264965733;6.7789612748740815;2.2789199900916524;0.12385434728758979;1130.0;9.330360828998431;6.944100404590868;2.3862604244075634
Santa Amalia;6;Badajoz;6120;2.0;15.0;2.947346072774126;2.28811252268603;2.0;13.0;2.962972945965435;2.51941328731665;Extremadura;3975.0;3957.0;2741.0;1;2;3734;1973;0.036483035388544326;17.0;0.6202116016052536;0.07296607077708865;0.5472455308281649;0.07296607077708865;15.0;0.5472455308281649;0.07296607077708865;0.47427946005107624
Santa Brígida;35;Palmas, Las;35021;203.0;327.0;6.01468183499815;5.08216594827586;218.0;354.0;5.94141452519112;5.26315789473684;Canarias;18394.0;18297.0;7726.0;118;237;9830;15531;1.5273103805332644;530.0;6.859953404090086;2.6274915868495987;4.232461817240487;3.0675640693761324;572.0;7.403572353093451;2.8216412114936578;4.581931141599793
Santa Bàrbara;43;Tarragona;43138;82.0;49.0;3.45744680851064;2.52118644067797;88.0;54.0;3.5540667923512;2.60889292196007;Cataluña;3715.0;3762.0;2110.0;15;28;1637;1097;0.7109004739336493;131.0;6.208530805687204;3.8862559241706163;2.322274881516588;1.3270142180094786;142.0;6.729857819905213;4.170616113744076;2.559241706161137
Santa Coloma de Cervelló;8;Barcelona;8244;220.0;66.0;8.37833333333333;7.30693989071038;226.0;68.0;8.58065940487446;7.68105158730159;Cataluña;8268.0;8273.0;3133.0;4;6;4479;12404;0.12767315671879986;286.0;9.12863070539419;7.022023619533993;2.106607085860198;0.19150973507819982;294.0;9.383977018831791;7.213533354612193;2.1704436642195977
Santa Coloma de Farners;17;Girona;17180;661.0;268.0;5.71858864027539;4.24107142857143;669.0;289.0;5.95238095238095;4.46217494089835;Cataluña;13363.0;13459.0;5958.0;14;30;32858;27472;0.23497818059751593;929.0;15.59248069822088;11.094326955354145;4.498153742866734;0.5035246727089627;958.0;16.079221215172876;11.228600201409868;4.850621013763008
Santa Coloma de Gramenet;8;Barcelona;8245;6384.0;256.0;8.66666666666667;6.14349691358025;6545.0;267.0;8.89830508474576;6.45161290322581;Cataluña;120443.0;119289.0;50947.0;59;104;56295;54148;0.11580662256855163;6640.0;13.033152099240388;12.530669126739554;0.5024829725008342;0.20413370757846389;6812.0;13.370757846389385;12.846683808663906;0.5240740377254794
Santa Coloma de Queralt;43;Tarragona;43139;53.0;37.0;3.74921000682629;2.28242577232841;55.0;40.0;3.88365602651317;2.46066486972147;Cataluña;2672.0;2702.0;1780.0;7;15;1747;1312;0.39325842696629215;90.0;5.056179775280899;2.9775280898876404;2.0786516853932584;0.8426966292134831;95.0;5.337078651685394;3.0898876404494384;2.247191011235955
Santa Comba;15;Coruña, A;15077;157.0;14.0;2.6328875017464;1.5625;178.0;17.0;2.75254524886878;1.86046511627907;Galicia;9362.0;9359.0;6075.0;4;11;7560;16521;0.06584362139917696;171.0;2.814814814814815;2.5843621399176953;0.23045267489711935;0.18106995884773663;195.0;3.2098765432098766;2.9300411522633745;0.27983539094650206
Santa Cristina d'Aro;17;Girona;17181;118.0;101.0;5.30307795698925;5.51542678840677;115.0;103.0;5.44485271025689;5.7753164556962;Cataluña;5287.0;5408.0;3672.0;191;353;42882;69498;5.201525054466231;219.0;5.9640522875816995;3.213507625272331;2.7505446623093683;9.613289760348584;218.0;5.93681917211329;3.1318082788671022;2.8050108932461875
Santa Cruz de Bezana;39;Cantabria;39073;466.0;97.0;6.24479166666667;5.25022796974034;493.0;94.0;6.3953488372093;5.40778907301676;Cantabria;13088.0;13292.0;5785.0;78;151;10202;13718;1.348314606741573;563.0;9.732065687121867;8.055315471045809;1.6767502160760588;2.610198789974071;587.0;10.146931719965428;8.522039757994815;1.6248919619706137
Santa Cruz de Mudela;13;Ciudad Real;13077;20.0;18.0;2.77777777777778;2.01680672268908;21.0;23.0;2.84647950089127;2.17391304347826;Castilla-La Mancha;4085.0;4017.0;2730.0;2;0;8402;3528;0.07326007326007326;38.0;1.3919413919413919;0.7326007326007326;0.6593406593406593;0.0;44.0;1.6117216117216118;0.7692307692307693;0.8424908424908425
Santa Cruz de Tenerife;38;Santa Cruz de Tenerife;38038;10780.0;633.0;6.35514018691589;4.82227332977413;11206.0;672.0;6.59340659340659;4.94423846516008;Canarias;209194.0;208563.0;98124.0;776;1487;392275;461466;0.790836084953732;11413.0;11.63120133708369;10.986099221393339;0.645102115690351;1.5154294566059272;11878.0;12.105091516856223;11.42024377318495;0.6848477436712731
Santa Cruz de la Palma;38;Santa Cruz de Tenerife;38037;590.0;85.0;5.2536231884058;4.01187035866014;619.0;95.0;5.625;4.34972881165829;Canarias;15695.0;15446.0;7516.0;183;377;46937;20643;2.4348057477381584;675.0;8.980840872804682;7.849920170303353;1.1309207025013306;5.015965939329431;714.0;9.499733901011176;8.235763704097925;1.2639701969132517
Santa Cruz de la Zarza;45;Toledo;45156;37.0;37.0;2.9880753968254;2.86928569319963;40.0;38.0;2.98514851485149;2.89781240635301;Castilla-La Mancha;4089.0;4085.0;2789.0;15;30;1837;4454;0.5378271782000718;74.0;2.6532807457870202;1.3266403728935101;1.3266403728935101;1.0756543564001435;78.0;2.796701326640373;1.4342058085335245;1.3624955181068483
Santa Cruz del Retamar;45;Toledo;45157;34.0;54.0;4.1304347826087;3.39506172839506;31.0;58.0;4.30514492753623;3.77404914529914;Castilla-La Mancha;3302.0;3554.0;3767.0;11;25;3486;8144;0.29200955667640033;88.0;2.3360764534112026;0.9025749933634192;1.4335014600477833;0.6636580833554553;89.0;2.362622776745421;0.8229360233607645;1.5396867533846563
Santa Eugènia de Berga;8;Barcelona;8246;51.0;43.0;5.65120419465454;4.65811965811966;55.0;41.0;5.40540540540541;4.80769230769231;Cataluña;2278.0;2259.0;900.0;0;0;4972;3346;0.0;94.0;10.444444444444445;5.666666666666667;4.777777777777778;0.0;96.0;10.666666666666666;6.111111111111111;4.555555555555555
Santa Eulàlia de Ronçana;8;Barcelona;8248;99.0;179.0;6.69872230915562;5.51304449103191;99.0;178.0;6.961980822306;5.96379697712418;Cataluña;7426.0;7538.0;3202.0;13;19;2583;5088;0.4059962523422861;278.0;8.68207370393504;3.0918176139912554;5.590256089943785;0.5933791380387258;277.0;8.650843222985634;3.0918176139912554;5.559025608994379
Santa Fe;18;Granada;18175;239.0;50.0;4.26684225372841;3.46153846153846;260.0;47.0;4.36705630826019;3.58974358974359;Andalucía;15222.0;15175.0;7345.0;1;8;11287;13321;0.013614703880190605;289.0;3.934649421375085;3.253914227365555;0.6807351940095303;0.10891763104152484;307.0;4.179714091218516;3.5398230088495577;0.6398910823689585
Santa Lucía de Tirajana;35;Palmas, Las;35022;3368.0;447.0;5.73529411764706;3.75452445652174;3536.0;471.0;5.93220338983051;3.80952380952381;Canarias;74602.0;73573.0;28488.0;336;642;51541;49676;1.1794439764111204;3815.0;13.39160348216793;11.822521763549565;1.5690817186183657;2.253580454928391;4007.0;14.065571468688571;12.412243751755126;1.6533277169334457
Santa Margalida;7;Balears, Illes;7055;488.0;251.0;6.47058823529412;4.28571428571429;508.0;264.0;6.91295760944454;4.42469295410472;Balears, Illes;12797.0;12767.0;8490.0;865;1763;77524;295107;10.188457008244994;739.0;8.704358068315665;5.74793875147232;2.9564193168433452;20.765606595995287;772.0;9.093050647820967;5.983510011778563;3.1095406360424027
Santa Margarida de Montbui;8;Barcelona;8250;328.0;47.0;4.6195652173913;3.78984046577627;340.0;51.0;4.82340260601713;3.73958333333333;Cataluña;10225.0;10192.0;4583.0;2;3;10956;5672;0.04363953742090334;375.0;8.182413266419376;7.156884137028148;1.0255291293912285;0.065459306131355;391.0;8.531529565786602;7.418721361553567;1.1128082042330352
Santa Margarida i els Monjos;8;Barcelona;8251;333.0;55.0;5.77935222672065;3.85800505766686;352.0;53.0;5.86069055944056;4.10186507936508;Cataluña;7676.0;7664.0;3276.0;0;0;9913;9221;0.0;388.0;11.843711843711844;10.164835164835164;1.678876678876679;0.0;405.0;12.362637362637363;10.744810744810744;1.6178266178266179
Santa Maria de Palautordera;8;Barcelona;8259;312.0;292.0;6.55737704918033;5.42635658914729;314.0;294.0;6.65652610441767;5.62065478200439;Cataluña;9630.0;9666.0;4172.0;15;26;9834;12012;0.3595397890699904;604.0;14.477468839884947;7.478427612655801;6.999041227229147;0.62320230105465;608.0;14.573346116970278;7.526366251198466;7.046979865771812
Santa Marina del Rey;24;León;24159;2.0;9.0;3.451941250904253;2.7792730697996526;2.0;8.0;3.5678083635732585;2.8519279104682576;Castilla y León;1860.0;1848.0;1319.0;1;3;74;2141;0.0758150113722517;11.0;0.8339651250947687;0.1516300227445034;0.6823351023502654;0.22744503411675512;10.0;0.7581501137225171;0.1516300227445034;0.6065200909780136
Santa Marta;6;Badajoz;6121;13.0;14.0;2.90195370510207;2.9126213592233;19.0;14.0;2.74509803921569;1.89192708333333;Extremadura;4124.0;4094.0;2250.0;1;2;4862;5262;0.044444444444444446;27.0;1.2;0.5777777777777777;0.6222222222222222;0.08888888888888889;33.0;1.4666666666666666;0.8444444444444444;0.6222222222222222
Santa Marta de Tormes;37;Salamanca;37294;652.0;44.0;4.54255319148936;4.06698564593301;681.0;46.0;4.64646464646465;4.34517316607581;Castilla y León;14730.0;14646.0;7234.0;18;40;9843;11550;0.24882499308819464;696.0;9.62123306607686;9.012994194083495;0.6082388719933647;0.552944429084877;727.0;10.049764998617638;9.41387890517003;0.6358860934476085
Santa María de Cayón;39;Cantabria;39074;292.0;122.0;4.8;4.0;315.0;126.0;4.94505494505495;4.14465231891075;Cantabria;9167.0;9205.0;4307.0;28;49;11603;10115;0.650104481077316;414.0;9.612259113071744;6.779661016949152;2.832598096122591;1.1376828418853029;441.0;10.239145576967728;7.313675412119805;2.9254701648479218
Santa María de Guía de Gran Canaria;35;Palmas, Las;35023;187.0;92.0;4.78428866306764;3.40993788819876;199.0;98.0;5.0;3.25381140598532;Canarias;13897.0;13871.0;6659.0;55;90;13570;12693;0.8259498423186664;279.0;4.1898182910346895;2.808229463883466;1.381588827151224;1.351554287430545;297.0;4.460129148520799;2.988436702207539;1.4716924463132603
Santa María del Camí;7;Balears, Illes;7056;215.0;167.0;6.47246095282945;4.94438332722161;222.0;178.0;6.81818181818182;4.94438332722161;Balears, Illes;7486.0;7507.0;3014.0;75;129;10012;17963;2.4883875248838754;382.0;12.674187126741872;7.133377571333776;5.540809555408096;4.2800265428002655;400.0;13.271400132714001;7.36562707365627;5.90577305905773
Santa Olalla;45;Toledo;45158;30.0;39.0;3.73134328358209;2.67537174106368;37.0;40.0;3.82352941176471;2.67878497966994;Castilla-La Mancha;3279.0;3391.0;2369.0;2;2;2874;5087;0.08442380751371886;69.0;2.912621359223301;1.266357112705783;1.646264246517518;0.08442380751371886;77.0;3.2503165892781762;1.561840439003799;1.6884761502743775
Santa Olalla del Cala;21;Huelva;21069;3.0;6.0;4.154469603232021;3.510946554978043;4.0;7.0;4.3132931844605835;3.5780910111542807;Andalucía;2022.0;2034.0;1292.0;0;0;11110;10341;0.0;9.0;0.6965944272445821;0.23219814241486067;0.46439628482972134;0.0;11.0;0.8513931888544891;0.30959752321981426;0.541795665634675
Santa Oliva;43;Tarragona;43140;27.0;81.0;4.61720736155632;4.64039621016365;29.0;87.0;4.81927710843374;4.95867768595041;Cataluña;3353.0;3450.0;1269.0;10;15;8898;6251;0.7880220646178093;108.0;8.51063829787234;2.127659574468085;6.382978723404255;1.1820330969267139;116.0;9.141055949566589;2.285263987391647;6.855791962174941
Santa Perpètua de Mogoda;8;Barcelona;8260;919.0;148.0;7.85898379970545;6.01090163934426;938.0;144.0;8.08823529411765;6.56926406926407;Cataluña;25999.0;26033.0;9498.0;6;11;181948;188060;0.06317119393556538;1067.0;11.233943988208043;9.675721204464098;1.5582227837439462;0.11581385554853653;1082.0;11.391871973046957;9.875763318593387;1.5161086544535691
