;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2020;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Turistas_2020;Turistas_2021;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Castillo de Locubín;23;Jaén;23026;3.0;6.0;2.9986543985215848;2.4959153256882165;2.0;9.0;3.146629172627617;2.5276834578041276;Andalucía;4049.0;4019.0;2660.0;6;9;3170;2166;0.22556390977443608;9.0;0.3383458646616541;0.11278195488721804;0.22556390977443608;0.3383458646616541;11.0;0.41353383458646614;0.07518796992481203;0.3383458646616541
Castril;18;Granada;18046;252.78378378378378;5.0;4.003230697966841;3.1980922242513095;0.0;5.0;4.206384226479411;3.2762375705642435;Andalucía;2020.0;2018.0;1537.0;16;33;2293;1908;1.0409889394925178;257.78378378378375;16.771879231215596;16.44657018762419;0.32530904359141183;2.147039687703318;5.0;0.32530904359141183;0.0;0.32530904359141183
Castrillón;33;Asturias;33016;910.0;101.0;5.4367201426025;4.58551645260506;931.0;101.0;5.55555555555556;4.41176470588235;Asturias, Principado de;22273.0;22299.0;13127.0;81;170;13996;18450;0.6170488306543764;1011.0;7.701683552982403;6.932276986363982;0.76940656661842;1.2950407556943704;1032.0;7.861659175744649;7.092252609126229;0.76940656661842
Castro de Rei;27;Lugo;27010;68.0;40.0;3.0;2.1439615799457;68.0;43.0;3.07316543638732;2.01342281879195;Galicia;5073.0;5110.0;2467.0;1;2;2230;4095;0.040535062829347386;108.0;4.377786785569517;2.7563842723956222;1.6214025131738954;0.08107012565869477;111.0;4.49939197405756;2.7563842723956222;1.7430077016619376
Castro del Río;14;Córdoba;14019;21.0;19.0;2.92025136481555;1.96382038124328;27.0;28.0;2.90909090909091;2.0389874353289;Andalucía;7767.0;7740.0;3849.0;2;4;3016;3712;0.051961548454143934;40.0;1.0392309690828787;0.5455962587685113;0.49363471031436734;0.10392309690828787;55.0;1.4289425824889581;0.7014809041309431;0.7274616783580151
Castro-Urdiales;39;Cantabria;39020;1115.0;86.0;6.9620253164557;5.42635658914729;1202.0;87.0;7.17948717948718;5.45977011494253;Cantabria;32270.0;32975.0;25732.0;211;400;45843;67583;0.81999067309187;1201.0;4.667340276698274;4.333126068708223;0.3342142079900513;1.55448468832582;1289.0;5.009326908129955;4.671226488419089;0.33810041971086585
Castropol;33;Asturias;33017;25.0;32.0;4.39318600708425;3.19148936170213;31.0;36.0;4.41176470588235;2.56093422946102;Asturias, Principado de;3342.0;3335.0;1894.0;47;82;3910;6026;2.481520591341077;57.0;3.009503695881732;1.3199577613516367;1.689545934530095;4.329461457233369;67.0;3.5374868004223865;1.6367476240760295;1.9007391763463568
Castroverde;27;Lugo;27011;6.0;13.0;2.7938783308985915;1.90377804014168;6.0;15.0;2.8216744173774844;1.34615384615385;Galicia;2595.0;2609.0;1635.0;3;6;2761;4615;0.1834862385321101;19.0;1.162079510703364;0.3669724770642202;0.7951070336391437;0.3669724770642202;21.0;1.2844036697247707;0.3669724770642202;0.9174311926605505
Castuera;6;Badajoz;6036;36.0;27.0;2.50260688216893;2.22727272727273;36.0;29.0;2.31404100101579;2.27272727272727;Extremadura;5784.0;5708.0;4077.0;3;6;2163;3570;0.07358351729212656;63.0;1.5452538631346577;0.8830022075055187;0.6622516556291391;0.14716703458425312;65.0;1.5943095413294088;0.8830022075055187;0.7113073338238901
Catadau;46;Valencia/Valéncia;46093;31.0;18.0;2.95363908275174;3.17460317460317;38.0;23.0;3.10782465016336;3.17460317460317;Comunitat Valenciana;2804.0;2846.0;1423.0;5;7;2166;3800;0.35137034434293746;49.0;3.443429374560787;2.1784961349262124;1.264933239634575;0.49191848208011246;61.0;4.286718200983837;2.6704146170063248;1.6163035839775124
Catarroja;46;Valencia/Valéncia;46094;1090.0;73.0;4.46428571428571;4.0930609886202;1182.0;79.0;4.66101694915254;4.20168067226891;Comunitat Valenciana;28608.0;28509.0;11805.0;14;29;20585;27775;0.11859381617958492;1163.0;9.85175772977552;9.233375688267683;0.6183820415078357;0.2456586192291402;1261.0;10.681914443032614;10.012706480304956;0.6692079627276578
Catllar, El;43;Tarragona;43043;26.0;57.0;4.4578313253012;4.67425847457627;29.0;58.0;4.6875;5.25254668930391;Cataluña;4557.0;4740.0;2433.0;26;47;4457;4721;1.0686395396629675;83.0;3.4114262227702423;1.0686395396629675;2.342786683107275;1.9317714755445952;87.0;3.5758323057953145;1.1919441019317716;2.383888203863543
Catoira;36;Pontevedra;36010;20.0;18.0;3.57142857142857;2.33870967741935;24.0;16.0;3.67557986521055;1.86572199730094;Galicia;3331.0;3316.0;1496.0;11;20;899;3405;0.7352941176470589;38.0;2.5401069518716577;1.3368983957219251;1.2032085561497325;1.3368983957219251;40.0;2.6737967914438503;1.6042780748663101;1.0695187165775402
Catral;3;Alicante;3055;65.0;55.0;3.54627766599598;3.80234116161616;79.0;62.0;3.7037037037037;4.15579710144928;Comunitat Valenciana;8898.0;8880.0;4541.0;26;41;11607;13367;0.5725611098876899;120.0;2.6425897379431844;1.4314027747192248;1.2111869632239596;0.9028848271305879;141.0;3.1050429420832417;1.7397049108125964;1.3653380312706451
Caudete;2;Albacete;2025;188.0;32.0;2.68;2.56849315068493;209.0;37.0;2.73504273504273;2.56849315068493;Castilla-La Mancha;10005.0;10077.0;5607.0;2;5;35348;29102;0.035669698591046906;220.0;3.9236668450151595;3.352951667558409;0.5707151774567505;0.08917424647761726;246.0;4.387372926698769;3.7274835027644015;0.6598894239343678
Cazalla de la Sierra;41;Sevilla;41032;10.0;28.0;3.01724137931034;2.88461538461538;13.0;28.0;4.08496732026144;3.00213675213675;Andalucía;4684.0;4752.0;2975.0;19;37;4480;3093;0.6386554621848739;38.0;1.2773109243697478;0.33613445378151263;0.9411764705882353;1.2436974789915967;41.0;1.3781512605042017;0.4369747899159664;0.9411764705882353
Cazorla;23;Jaén;23028;111.0;16.0;3.36841215398642;2.12575757575758;123.0;18.0;3.46148917083173;2.98113546872634;Andalucía;7352.0;7248.0;4840.0;81;186;10892;14367;1.6735537190082646;127.0;2.62396694214876;2.293388429752066;0.3305785123966942;3.84297520661157;141.0;2.9132231404958677;2.541322314049587;0.371900826446281
Cañete de las Torres;14;Córdoba;14014;4.0;3.0;3.3131299823142126;2.623066997413026;3.0;6.0;3.3556591234157507;2.7032598275321136;Andalucía;2923.0;2888.0;1663.0;0;0;1591;583;0.0;7.0;0.42092603728202044;0.24052916416115455;0.1803968731208659;0.0;9.0;0.5411906193625977;0.1803968731208659;0.3607937462417318
Cañiza, A;36;Pontevedra;36009;116.0;24.0;3.62711416490486;3.03881715287741;124.0;29.0;3.73214285714286;3.09112466124661;Galicia;5122.0;5115.0;3815.0;25;46;63152;59369;0.6553079947575361;140.0;3.669724770642202;3.040629095674967;0.6290956749672346;1.2057667103538663;153.0;4.010484927916121;3.250327653997379;0.7601572739187418
Cebolla;45;Toledo;45046;16.0;13.0;2.91228144627398;2.83321661998133;16.0;10.0;3.2258064516129;2.76984126984127;Castilla-La Mancha;3209.0;3204.0;1900.0;0;0;1403;496;0.0;29.0;1.5263157894736843;0.8421052631578947;0.6842105263157895;0.0;26.0;1.368421052631579;0.8421052631578947;0.5263157894736842
Cebreros;5;Ávila;5057;54.0;46.0;3.2967032967033;2.42718446601942;53.0;46.0;3.33333333333333;2.66487920230459;Castilla y León;3152.0;3246.0;3189.0;3;6;1835;3522;0.09407337723424271;100.0;3.1357792411414236;1.6933207902163687;1.4424584509250549;0.18814675446848542;99.0;3.1044214487300095;1.6619629978049546;1.4424584509250549
Ceclavín;10;Cáceres;10061;2.0;9.0;2.83368797891247;2.2898007561048606;2.0;7.0;2.9408861752424866;2.4188792491930404;Extremadura;1812.0;1801.0;1552.0;0;0;15668;3922;0.0;11.0;0.7087628865979382;0.12886597938144329;0.5798969072164949;0.0;9.0;0.5798969072164949;0.12886597938144329;0.45103092783505155
Cedeira;15;Coruña, A;15022;145.0;29.0;3.21428571428571;2.29377104377104;163.0;33.0;3.39622641509434;2.20007936507937;Galicia;6676.0;6650.0;5614.0;86;180;2615;4813;1.5318845742785892;174.0;3.09939437121482;2.582828642679017;0.5165657285358034;3.206270039187745;196.0;3.491271820448878;2.9034556465977914;0.5878161738510865
Cedillo del Condado;45;Toledo;45047;202.0;45.0;4.76190476190476;3.97258771929825;229.0;55.0;4.8780487804878;4.16666666666667;Castilla-La Mancha;3826.0;4025.0;2407.0;1;2;3870;2715;0.04154549231408392;247.0;10.261736601578729;8.392189447444952;1.8695471541337765;0.08309098462816784;284.0;11.798919817199835;9.513917739925217;2.2850020772746156
Cee;15;Coruña, A;15023;235.0;23.0;3.08656351853637;2.25608143839239;250.0;23.0;3.18665377176015;2.22222222222222;Galicia;7550.0;7568.0;5512.0;79;146;6488;11627;1.4332365747460087;258.0;4.680696661828737;4.263425253991292;0.4172714078374456;2.648766328011611;273.0;4.952830188679245;4.5355587808418;0.4172714078374456
Cehegín;30;Murcia;30017;116.0;46.0;3.12315634218289;2.39591516103692;118.0;52.0;3.1373031496063;2.40469738030714;Murcia, Región de;14769.0;14798.0;8013.0;50;90;11341;10631;0.6239860227130912;162.0;2.0217147135904154;1.4476475726943716;0.5740671408960439;1.1231748408835642;170.0;2.12155247722451;1.4726070136028953;0.6489454636216149
Celanova;32;Ourense;32024;151.0;20.0;2.75657788893277;2.58620689655172;159.0;23.0;2.94871794871795;2.40909090909091;Galicia;5644.0;5652.0;5038.0;15;25;1514;1361;0.29773719730051607;171.0;3.394204049225883;2.997221119491862;0.39698292973402144;0.4962286621675268;182.0;3.6125446605795952;3.1560142913854703;0.45653036919412465
Cella;44;Teruel;44076;47.0;12.0;3.21546732837055;1.71488448170108;45.0;22.0;3.34328304625334;2.39617486338798;Aragón;2571.0;2578.0;1760.0;4;10;2777;4105;0.22727272727272727;59.0;3.352272727272727;2.6704545454545454;0.6818181818181818;0.5681818181818182;67.0;3.8068181818181817;2.5568181818181817;1.25
Cellera de Ter, La;17;Girona;17189;54.0;44.0;4.46808510638298;2.77777777777778;55.0;45.0;4.63563829787234;3.10644518538544;Cataluña;1950.0;1973.0;973.0;8;20;792;789;0.8221993833504625;98.0;10.071942446043165;5.549845837615622;4.522096608427543;2.055498458376156;100.0;10.277492291880781;5.65262076053443;4.6248715313463515
Celrà;17;Girona;17049;327.0;68.0;6.02761887044624;2.63846544715447;331.0;71.0;6.0906862745098;3.06349206349206;Cataluña;5561.0;5606.0;2037.0;9;13;8718;27805;0.4418262150220913;395.0;19.391261659302895;16.05301914580265;3.3382425135002456;0.6381934216985763;402.0;19.734904270986746;16.249386352479135;3.4855179185076093
Cenes de la Vega;18;Granada;18047;313.0;25.0;4.92957746478873;4.65476957782791;340.0;28.0;5.0;4.37284901960784;Andalucía;8153.0;8181.0;4229.0;38;73;3836;3483;0.8985575786237882;338.0;7.9924331993379045;7.401276897611728;0.5911563017261764;1.726176401040435;368.0;8.701820761409317;8.039725703476;0.6620950579333176
Cenicero;26;Rioja, La;26046;37.0;5.0;3.58552631578947;3.2319052278381775;34.0;7.0;3.75672043010753;3.336079012169648;Rioja, La;2086.0;2106.0;1582.0;11;12;1921;3206;0.695322376738306;42.0;2.6548672566371683;2.338811630847029;0.31605562579013907;0.7585335018963337;41.0;2.5916561314791404;2.1491782553729455;0.4424778761061947
Cenicientos;28;Madrid;28037;12.0;27.0;3.55555555555556;2.48078699077358;12.0;31.0;3.52990033222591;2.86666666666667;Madrid, Comunidad de;2038.0;2083.0;1896.0;1;2;191;2212;0.052742616033755275;39.0;2.0569620253164556;0.6329113924050633;1.4240506329113924;0.10548523206751055;43.0;2.2679324894514767;0.6329113924050633;1.6350210970464134
